symbol,opm_pct,roce_pct,book_value_per_share,total_equity_cr,equity_share_capital_cr,capital_employed_cr,ebitda_cr_latest,ebit_cr_latest,sales_growth_cagr_pct,sales_growth_years,as_of_date,data_quarters
BALPHARMA,11.73,19.69,51.65,82.23,,126.31,8.5476,6.2171,2.89,4.3,2024-12-31,19
BALRAMCHIN,10.95,6.44,204.91,4138.11,,5401.51,130.5561,86.9338,-1.83,4.3,2024-12-31,18
BALUFORGE,30.21,18.79,138.66,1594.52,,1626.69,77.2666,76.4193,84.68,0.8,2024-12-31,5
BANARBEADS,22.4,4.94,86.87,57.65,,63.0,1.2847,0.7782,-3.6,4.3,2024-12-31,19
BANARISUG,14.91,9.52,1525.84,1913.4,,2044.71,62.8342,48.6583,0.64,4.3,2024-12-31,18
BANCOINDIA,9.95,9.06,117.75,1684.32,,1926.82,63.61,43.62,9.29,4.3,2024-12-31,18
BANG,2.17,2.85,68.89,93.42,,104.82,1.1039,0.7477,39.22,4.3,2024-12-31,19
BANKA,-2.36,-5.5,,39.56,,58.04,-0.3355,-0.7977,16.91,4.0,2024-12-31,17
BANSALWIRE,6.3,13.14,91.38,1430.67,,1627.32,58.536,53.449,29.15,0.5,2024-12-31,3
BANSWRAS,10.63,11.6,170.86,584.9,,823.9,36.0148,23.8974,11.06,4.3,2024-12-31,18
BARBEQUE,19.64,,,,,,51.417,16.954,3.96,3.8,2024-12-31,17
BARTRONICS,7.89,,,,,,1.084,0.0291,-5.92,2.0,2022-09-30,9
BASF,5.04,13.65,914.26,3957.46,,4160.29,189.56,141.95,11.17,4.3,2024-12-31,18
BASML,9.58,9.63,59.26,473.62,,578.46,20.4096,13.9271,-6.22,4.3,2024-12-31,17
BATAINDIA,21.62,15.39,124.14,1595.6,,2818.51,198.598,108.419,24.02,4.3,2024-12-31,18
BBL,12.04,10.44,1794.86,2028.73,,2187.83,61.85,57.09,34.4,4.3,2024-12-31,19
BBOX,8.1,14.34,72.5,1286.91,,2524.9,121.69,90.54,166.98,3.0,2024-12-31,13
BBTC,137.83,3.94,1009.28,7041.98,,10050.11,100.6163,98.9115,-59.72,4.3,2024-12-31,19
BBTCL,6.03,-5.02,64.4,132.09,,253.32,7.4444,-3.1817,-13.42,2.3,2024-12-31,10
BCG,25.51,13.25,52.37,10571.0,,10586.54,427.0299,350.6081,25.45,4.3,2024-12-31,18
BCLIND,6.35,11.49,30.83,909.94,,1280.93,48.3824,36.7902,16.43,3.8,2024-12-31,16
BCONCEPTS,10.72,11.78,66.26,82.7,,145.0,7.1725,4.269,35.78,3.0,2024-12-31,13
BDL,25.39,9.78,115.7,4240.97,,7915.68,211.2943,193.5935,29.55,4.3,2024-12-31,18
BEARDSELL,9.43,16.96,,91.98,,100.69,6.11,4.27,18.28,4.3,2024-12-31,19
BECTORFOOD,12.58,10.99,41.4,1270.95,,1429.07,57.574,39.273,21.51,4.0,2024-12-31,17
BEDMUTHA,6.0,10.52,47.04,151.78,,436.88,16.4214,11.4944,23.8,4.3,2024-12-31,19
BEL,32.16,27.61,32.82,23988.31,,25277.77,1855.87,1744.94,14.92,4.3,2024-12-31,19
BEML,7.41,4.47,352.24,2933.81,,4144.89,64.8729,46.2826,6.74,4.3,2024-12-31,17
BEPL,16.9,20.44,43.53,1083.22,,1102.27,58.4559,56.3348,-4.24,4.0,2024-12-31,18
BERGEPAINT,16.54,21.53,59.32,6916.16,,7491.38,491.97,403.16,13.41,4.3,2024-12-31,18
BESTAGRO,-2.13,-8.07,21.68,768.77,,827.76,-5.85,-16.71,155.19,0.8,2024-12-31,4
BFINVEST,95.15,0.37,2266.82,8538.65,,9385.3,8.814,8.705,14.13,4.3,2024-12-31,18
BFUTILITIE,-10.37,-0.07,79.9,300.96,,2123.58,-0.1906,-0.3602,-52.52,4.5,2024-12-31,21
BGLOBAL,-993.5,-1.62,53.03,84.01,,96.12,-0.1987,-0.3896,-68.67,3.5,2024-12-31,14
BGRENERGY,-288.72,-45.22,,,,1711.32,-190.7,-193.45,-28.43,4.3,2024-12-31,18
BHAGCHEM,11.3,3.66,53.85,698.32,,874.65,11.6089,8.0031,1.02,3.3,2024-12-31,14
BHAGERIA,14.61,9.41,136.84,597.22,,717.83,24.8963,16.8949,11.85,4.3,2024-12-31,19
BHAGYANGR,2.98,13.04,80.5,257.56,,306.21,11.7373,9.9861,20.2,4.3,2024-12-31,19
BHAGYAPROP,67.22,,,,,,1.425,1.3759,-8.32,2.0,2022-09-30,9
BHANDARI,11.58,10.59,5.51,183.34,,210.1,7.2937,5.5599,0.04,4.3,2024-12-31,17
BHARATFORG,19.07,14.02,200.38,9579.84,,12678.51,662.75,444.501,24.35,4.3,2024-12-31,17
BHARATGEAR,-1.61,-17.5,85.44,131.19,,190.4,-2.29,-8.33,2.44,4.3,2024-12-31,17
BHARATIDIL,11.35,21.85,4.41,22.17,,22.28,1.217,1.217,,,2024-12-31,3
BHARATRAS,19.09,12.94,766.95,1274.74,,1296.22,48.95,41.93,-4.97,4.3,2024-12-31,18
BHARATWIRE,18.02,10.25,118.22,810.83,,923.2,29.1614,23.662,21.83,4.3,2024-12-31,17
BHARTIARTL,67.12,11.5,244.7,149056.6,,377645.9,19085.0,10855.0,2.33,4.3,2024-12-31,18
BHARTIHEXA,48.47,17.04,143.3,7165.2,,13131.0,1091.0,559.5,28.09,0.8,2024-12-31,4
BHEL,5.66,3.14,75.09,26146.6,,43883.43,412.15,344.27,17.27,4.3,2024-12-31,20
BIGBLOC,12.8,4.83,9.71,137.54,,262.11,7.2763,3.1625,25.29,4.3,2024-12-31,19
BIKAJI,9.22,9.49,64.09,1606.99,,1888.54,62.3844,44.8121,7.31,2.3,2024-12-31,11
BIL,7.76,9.22,363.39,487.31,,601.62,20.4086,13.8697,5.87,4.3,2024-12-31,18
BILENERGY,-4497.32,,,,,,-9.8896,-10.915,,,2021-12-31,7
BINANIIND,-34428.57,,,,,,-144.6,-144.62,-90.09,3.0,2024-12-31,20
BINDALAGRO,319.87,,,,,,13.7532,12.7549,-0.99,2.3,2022-12-31,10
BIOCON,21.06,3.06,210.14,34031.8,,49581.4,804.7,379.3,20.25,4.3,2024-12-31,19
BIOFILCHEM,2.33,4.18,13.25,21.56,,22.16,0.3301,0.2314,-2.8,4.3,2024-12-31,19
BIRLACABLE,6.25,7.27,93.63,280.9,,326.86,9.867,5.9429,22.08,4.3,2024-12-31,18
BIRLACORPN,11.67,4.2,956.39,7364.7,,11851.21,263.36,124.3,7.58,4.3,2024-12-31,18
BIRLAMONEY,61.3,17.03,53.13,300.25,,1468.45,64.9948,62.5366,21.41,4.0,2024-12-31,18
BIRLATYRE,128.56,,,,,,7.585,4.8169,-53.43,2.5,2023-03-31,11
BKMINDST,-11178.91,-56.89,,27.18,,36.08,-4.9299,-5.1317,44.91,4.0,2024-12-31,9
BLACKBUCK,-33.97,-12.57,78.21,1421.86,,1475.18,-38.7199,-46.3559,,,2024-12-31,2
BLAL,,,0.27,1.12,,13.02,,,,,2024-12-31,9
BLBLIMITED,-8.4,-18.97,24.65,130.32,,130.54,-6.16,-6.19,-23.29,4.3,2024-12-31,18
BLISSGVS,21.41,11.94,112.76,1192.9,,1256.87,45.0543,37.5036,6.42,4.0,2024-12-31,18
BLKASHYAP,6.27,6.94,23.37,526.76,,693.42,15.1628,12.0336,9.51,4.3,2024-12-31,18
BLS,33.69,19.21,59.86,2463.46,,3142.39,172.7907,150.9433,37.79,4.3,2024-12-31,19
BLSE,16.61,13.43,57.63,522.47,,574.81,21.2039,19.3035,77.92,1.0,2024-12-31,5
BLUEBLENDS,-17.79,-64.58,50.14,5.43,,5.43,-0.4529,-0.8767,95.08,1.0,2021-09-30,5
BLUECHIP,-120.0,,,,,,-0.0024,-0.0024,58.72,3.0,2024-12-31,18
BLUECOAST,,,,,,,,,,,2024-12-31,18
BLUEDART,16.62,21.33,748.83,1776.83,,2435.69,251.19,129.87,14.05,4.3,2024-12-31,20
BLUEJET,43.11,37.49,78.4,1359.91,,1413.7,137.2555,132.5101,56.65,1.3,2024-12-31,6
BLUESTARCO,8.21,21.09,166.9,3431.41,,3709.72,230.62,195.64,30.6,4.3,2024-12-31,18
BODALCHEM,10.68,7.38,91.91,1157.54,,1594.22,46.458,29.427,8.3,4.3,2024-12-31,18
BOHRAIND,,,,73.79,,75.18,,,,,2024-12-31,9
BOMDYEING,25.43,16.9,110.65,2285.22,,2300.38,105.48,97.21,1.8,4.0,2024-12-31,17
BOROLTD,20.92,19.57,74.17,886.92,,1016.45,70.7228,49.7244,23.17,4.3,2024-12-31,17
BORORENEW,7.59,-1.41,107.77,1510.83,,1631.91,20.8893,-5.7565,18.39,4.0,2024-12-31,17
BOROSCI,11.7,6.39,49.61,441.31,,456.3,11.8747,7.2898,-5.16,0.5,2024-12-31,3
BOSCHLTD,16.22,16.51,5033.8,14846.7,,15110.3,724.5,623.7,14.84,4.3,2024-12-31,17
BPCL,6.33,17.5,234.45,100170.26,,143163.61,8073.89,6264.07,16.62,4.3,2024-12-31,18
BPL,5.6,0.38,49.21,241.01,,493.33,1.0816,0.4684,15.23,4.3,2024-12-31,18
BRFL,-290.92,,,,,,-21.15,-36.14,-39.73,2.0,2022-09-30,9
BRIGADE,32.75,12.15,278.84,6820.22,,13273.38,479.46,403.16,54.02,4.3,2024-12-31,18
BRITANNIA,19.7,57.28,212.01,5106.56,,5551.95,870.26,795.06,8.69,4.0,2024-12-31,18
BRNL,384.91,71.06,47.96,402.63,,935.26,183.787,166.1459,96.16,4.3,2024-12-31,17
BROOKS,7.82,3.86,41.64,122.66,,126.36,1.6045,1.2207,-8.0,4.3,2024-12-31,19
BSE,38.58,13.28,164.31,6673.01,,8075.65,298.41,268.12,53.41,4.3,2024-12-31,18
BSELINFRA,,,,,,,,,,,2021-03-31,3
BSHSL,8.34,31.3,12.48,131.01,,133.58,10.667,10.4531,59.35,4.3,2024-12-31,19
BSL,9.64,17.4,116.51,119.91,,273.21,16.3687,11.8867,14.83,4.3,2024-12-31,18
BSOFT,13.52,14.97,147.17,4113.07,,4354.06,184.193,162.932,11.51,4.3,2024-12-31,20
BTML,19.31,14.32,4.57,82.96,,88.66,3.2579,3.1739,-13.97,1.8,2024-12-31,8
BURGERKING,12.86,,,,,,36.001,1.607,71.57,1.0,2021-12-31,5
BURNPUR,-700.06,,,,,,-3.543,-3.538,-66.34,3.5,2024-12-31,18
BUTTERFLY,7.63,13.35,208.2,372.26,,378.89,18.1673,12.6456,-4.44,4.3,2024-12-31,19
BVCL,11.09,12.77,56.56,125.33,,143.82,6.0689,4.5922,13.79,4.3,2024-12-31,18
BYKE,40.12,4.41,44.28,231.47,,312.67,10.4781,3.4475,16.06,4.3,2024-12-31,18
CADILAHC,22.25,,,,,,813.3,630.1,-3.47,1.3,2021-12-31,6
CALSOFT,31.95,2.67,6.67,41.27,,41.27,0.4188,0.2759,34.55,4.0,2024-12-31,18
CAMLINFINE,11.56,10.57,54.19,1040.88,,1349.48,50.1257,35.6458,29.01,4.3,2024-12-31,18
CAMPUS,16.68,24.44,29.66,906.25,,1095.71,85.87,66.94,14.76,2.8,2024-12-31,12
CAMS,50.4,44.22,53.27,1321.12,,1437.63,175.1698,158.9363,20.69,3.5,2024-12-31,15
CANDC,,,,,,,,,,,2024-12-31,1
CANFINHOME,92.08,,449.13,5980.4,,,908.0451,904.7154,18.35,4.0,2024-12-31,18
CANTABIL,33.44,21.97,57.15,478.02,,992.39,74.543,54.5112,43.15,4.3,2024-12-31,18
CAPACITE,17.02,13.38,225.62,1908.85,,2265.58,100.5185,75.7872,32.01,4.3,2024-12-31,18
CAPLIPOINT,57.34,10.95,471.82,3586.42,,3659.54,106.22,100.21,-8.33,4.3,2024-12-31,18
CAPTRUST,22.37,19.56,18.15,61.49,,111.1,5.5455,5.4319,-1.2,4.3,2024-12-31,18
CARBORUNIV,7.11,3.47,204.72,3899.82,,4225.89,89.24,36.64,15.04,4.3,2024-12-31,19
CAREERP,68.15,,,,,,18.2966,17.3443,14.56,4.3,2024-12-31,19
CARERATING,43.87,15.92,310.33,932.45,,987.05,42.2801,39.279,5.79,4.3,2024-12-31,17
CARRARO,8.12,13.45,99.31,564.59,,745.03,36.4535,25.0558,,,2024-12-31,1
CARTRADE,37.91,8.18,518.69,2483.39,,2751.64,66.8047,56.2933,28.7,3.3,2024-12-31,14
CARYSIL,16.3,14.05,213.91,608.42,,680.5,33.11,23.91,21.39,2.0,2024-12-31,9
CASTEXTECH,-4.24,,,,,,-3.69,-120.83,14.24,0.7,2021-06-30,5
CASTROLIND,29.47,75.23,19.21,1900.3,,1986.62,399.03,373.61,10.57,4.3,2024-12-31,18
CCCL,18.81,12.36,6.24,278.79,,293.53,9.6355,9.0731,-3.21,4.3,2024-12-31,18
CCHHL,22.12,-0.5,18.24,298.24,,449.27,2.5275,-0.5655,-2.18,4.3,2024-12-31,19
CCL,16.77,14.42,176.02,2344.55,,2840.46,127.2194,102.4225,26.49,4.0,2024-12-31,18
CDSL,65.64,26.26,93.77,1959.78,,2048.09,145.0505,134.4634,30.66,4.3,2024-12-31,19
CEATLTD,10.43,10.83,1250.81,5046.01,,7489.03,344.33,202.84,12.79,4.3,2024-12-31,19
CEBBCO,8.9,,,,,,32.2753,26.3708,201.73,1.5,2022-03-31,7
CEIGALL,14.16,13.72,122.74,2138.14,,2962.04,114.722,101.577,1.97,0.5,2024-12-31,3
CELEBRITY,-0.81,-30.03,1.49,9.62,,25.04,-0.31,-1.88,-9.07,4.3,2024-12-31,18
CELESTIAL,-76.9,,,,,,-0.0283,-0.0337,-26.49,1.8,2023-12-31,8
CELLO,25.08,18.22,122.28,2700.95,,2735.31,139.673,124.6074,10.92,1.3,2024-12-31,7
CENTENKA,6.99,4.92,684.57,1495.85,,1633.94,34.47,20.11,14.69,4.3,2024-12-31,18
CENTEXT,6.28,25.3,10.36,82.9,,89.16,6.5,5.64,18.08,4.3,2024-12-31,19
CENTRUM,39.07,5.94,6.57,311.66,,21267.64,342.8547,315.9319,174.87,4.3,2024-12-31,18
CENTUM,0.84,-9.89,232.83,343.21,,332.03,2.354,-8.211,7.72,4.3,2024-12-31,18
CENTURYPLY,11.56,12.09,117.47,2609.89,,3235.64,131.8284,97.8312,20.17,4.3,2024-12-31,17
CENTURYTEX,10.87,,,,,,124.89,70.25,12.15,3.5,2024-06-30,16
CERA,16.19,15.8,1141.97,1472.34,,1592.17,73.2548,62.9042,8.16,4.3,2024-12-31,18
CEREBRAINT,-156.2,-74.11,7.69,93.16,,91.06,-16.772,-16.8714,-7.29,4.3,2024-12-31,18
CESC,28.25,7.81,94.53,12530.0,,35886.0,1006.0,701.0,4.2,4.3,2024-12-31,18
CESCVENT,12.41,,,,,,161.41,99.06,,,2020-09-30,1
CEWATER,4.6,0.35,276.17,571.57,,603.02,0.532,0.527,,,2024-12-31,2
CGCL,64.37,6.22,74.87,7203.48,,32334.11,528.365,502.857,41.64,4.3,2024-12-31,18
CGPOWER,14.49,15.88,50.61,7970.48,,8467.83,364.64,336.24,36.8,4.3,2024-12-31,19
CHALET,46.17,10.87,168.85,3697.79,,6021.99,211.355,163.647,61.99,4.3,2024-12-31,20
CHAMBLFERT,17.13,25.64,259.78,10407.95,,11847.14,842.56,759.53,5.06,4.3,2024-12-31,17
CHEMBOND,14.43,39.23,124.14,166.94,,168.01,18.2034,16.4759,81.71,4.3,2024-12-31,20
CHEMCON,28.12,10.29,131.89,483.14,,489.47,15.2972,12.5889,-2.86,4.3,2024-12-31,18
CHEMFAB,20.08,6.38,261.17,375.41,,463.39,15.9051,7.3904,17.08,4.3,2024-12-31,17
CHEMPLASTS,4.05,-0.5,110.98,1754.63,,3377.43,42.86,-4.19,23.34,3.3,2024-12-31,14
CHENNPETRO,1.57,2.91,746.03,11109.21,,12808.38,246.3,93.28,8.16,4.0,2024-12-31,18
CHEVIOT,7.02,3.24,1208.23,705.85,,730.09,7.584,5.9207,-11.35,2.5,2024-12-31,11
CHOICEIN,29.47,10.46,75.03,1671.51,,2280.55,61.6943,59.6094,38.82,2.8,2024-12-31,12
CHOLAFIN,71.27,,357.48,30458.4,,,4798.66,4739.51,27.84,4.0,2024-12-31,19
CHOLAHLDNG,56.8,7.73,823.01,15454.15,,245893.57,4821.41,4749.06,23.17,4.3,2024-12-31,18
CHROMATIC,-459.78,,,,,,-0.7361,-0.8003,,,2020-12-31,2
CIEINDIA,15.78,12.27,196.62,7459.14,,8217.65,332.847,251.976,-6.12,1.5,2024-12-31,8
CIGNITITEC,24.01,,,,,,64.9297,58.3871,4.84,4.3,2024-12-31,17
CINELINE,23.97,12.44,45.2,154.89,,268.76,15.1721,8.3574,83.5,4.3,2024-12-31,18
CINEVISTA,-4752.27,-7.18,9.86,56.62,,71.91,-1.2546,-1.2905,-38.45,4.3,2024-12-31,17
CIPLA,31.25,21.77,426.25,34431.95,,35482.39,2210.53,1930.73,8.3,4.3,2024-12-31,18
CLEAN,43.07,21.11,149.02,1583.77,,1617.61,103.712,85.383,15.28,3.5,2024-12-31,15
CLEDUCATE,0.95,-2.94,46.65,252.97,,483.85,0.6708,-3.5518,29.72,4.3,2024-12-31,18
CLNINDIA,7.7,,,,,,13.73,8.64,-0.64,2.3,2022-12-31,10
CLSEL,10.7,17.71,168.56,838.2,,914.01,42.2873,40.4583,16.12,3.8,2024-12-31,16
CMICABLES,-0.31,,,,,,-0.0269,-2.0744,-38.55,3.5,2024-03-31,15
CMSINFO,28.62,16.82,147.74,2432.34,,2626.26,149.365,110.411,12.94,3.0,2024-12-31,14
CNOVAPETRO,10.57,,,,,,5.935,4.9171,,,2020-12-31,2
COALINDIA,40.42,21.92,193.26,119101.56,,218009.16,14460.44,11946.97,13.16,4.3,2024-12-31,19
COASTCORP,6.5,8.47,42.36,283.69,,417.73,11.9297,8.8487,11.69,3.3,2024-12-31,13
COCHINSHIP,24.77,15.43,223.23,5872.76,,6549.46,284.2306,252.71,14.0,4.3,2024-12-31,18
COFFEEDAY,16.4,1.58,132.26,2794.09,,3568.4,46.0,14.13,186.84,4.0,2024-12-31,18
COFORGE,13.69,5.55,284.02,9537.6,,11212.0,196.1,155.5,28.21,4.3,2024-12-31,20
COLPAL,32.48,104.16,58.24,1584.11,,1665.18,474.76,433.63,4.37,4.0,2024-12-31,19
COMPINFO,2.62,,,,,,30.5965,29.8292,3.16,2.3,2022-12-31,10
COMPUSOFT,42.02,3.44,17.96,142.14,,168.58,2.9129,1.4512,13.22,4.3,2024-12-31,19
COMSYN,11.07,12.71,44.0,177.51,,218.38,9.5758,6.9389,24.33,1.0,2024-12-31,5
CONCOR,25.39,13.61,169.93,12942.35,,13961.05,560.67,475.18,9.36,4.3,2024-12-31,19
CONCORDBIO,46.14,19.25,192.81,2017.06,,2065.65,112.6814,99.4174,16.19,1.5,2024-12-31,7
CONFIPET,14.72,10.65,42.69,1418.48,,2092.31,102.61,55.71,38.66,4.3,2024-12-31,19
CONSOFINVT,121.19,6.04,321.23,1038.41,,1136.95,17.16,17.16,69.02,4.3,2024-12-31,16
CONTROLPR,16.9,11.34,283.14,452.85,,468.29,17.4672,13.2734,16.98,4.3,2024-12-31,19
CORALFINAC,77.5,5.15,51.4,207.17,,219.89,2.8546,2.8336,-3.54,4.3,2024-12-31,18
CORDSCABLE,6.58,19.53,156.04,201.73,,234.41,13.52,11.4433,23.61,4.3,2024-12-31,20
COROMANDEL,12.05,21.79,426.42,12557.89,,14037.99,835.44,764.69,10.07,4.3,2024-12-31,19
COSMOFILMS,20.05,,,,,,164.62,146.33,29.13,1.5,2022-03-31,7
COSMOFIRST,12.28,7.74,622.78,1616.62,,3151.86,86.01,61.0,-4.72,2.5,2024-12-31,11
COUNCODOS,5.38,3.47,3.31,25.69,,25.69,0.2634,0.223,21.34,4.3,2024-12-31,19
COX&KINGS,-478087.5,,,,,,-382.47,-383.8,-99.0,1.0,2021-03-31,8
CRAFTSMAN,12.23,6.04,1368.23,3264.06,,5913.41,192.78,89.3,33.21,3.8,2024-12-31,17
CREATIVE,3.6,,,,,,23.7158,23.423,51.15,4.3,2024-12-31,17
CREATIVEYE,55.23,18.12,7.35,14.74,,14.87,0.6904,0.6735,-4.88,4.0,2024-12-31,17
CREDITACC,26.19,7.41,489.54,7842.25,,18674.97,361.47,345.94,22.82,4.3,2024-12-31,18
CREST,54.77,4.8,462.39,1307.03,,1919.5,24.0893,23.0189,31.88,4.3,2024-12-31,18
CRISIL,34.76,34.62,414.8,3033.44,,3425.64,317.31,296.49,40.32,4.0,2024-12-31,19
CROMPTON,11.28,17.22,46.07,2966.3,,3755.25,199.6,161.66,9.28,4.3,2024-12-31,20
CROWN,68.93,13.41,,77.38,,130.49,6.0001,4.3735,42.29,3.0,2024-12-31,12
CSLFINANCE,75.27,10.71,276.41,621.57,,1485.05,40.1869,39.7481,34.52,2.3,2024-12-31,11
CTE,14.3,5.42,41.75,80.37,,141.81,2.3907,1.9207,-6.33,4.3,2024-12-31,18
CUBEXTUB,4.6,13.68,58.18,83.31,,89.01,3.3472,3.0441,33.96,4.3,2024-12-31,18
CUMMINSIND,22.9,29.77,305.74,8475.16,,8864.51,708.96,659.68,25.72,4.3,2024-12-31,18
CUPID,34.07,12.33,3.35,450.81,,470.63,15.7938,14.502,11.25,4.3,2024-12-31,18
CURATECH,,,6.44,6.38,,12.46,,,,,2024-12-31,5
CYBERMEDIA,-36.08,-225.8,,,,15.34,-8.5827,-8.6596,98.01,4.3,2024-12-31,18
CYBERTECH,22.63,22.22,68.2,212.3,,221.03,13.2572,12.2793,19.57,4.3,2024-12-31,19
CYIENT,19.49,5.8,514.32,5681.9,,6731.2,119.4,97.6,-12.49,4.0,2024-12-31,19
CYIENTDLM,10.62,10.76,127.53,1012.11,,1150.61,37.954,30.958,60.86,1.5,2024-12-31,8
DAAWAT,12.62,,,,,,224.4192,188.8664,15.09,2.7,2023-06-30,12
DABUR,24.14,22.92,64.38,11419.52,,12240.83,809.92,701.28,14.3,4.3,2024-12-31,18
DALALSTCOM,35.17,,,,,,0.4707,0.4565,999.0,1.0,2021-12-31,6
DALBHARAT,27.87,0.22,958.54,17979.0,,27638.0,17.0,15.0,-57.88,4.3,2024-12-31,20
DALMIASUG,14.32,8.55,400.6,3242.42,,3980.68,120.44,85.11,3.74,4.3,2024-12-31,19
DAMCAPITAL,68.23,62.1,46.96,331.91,,448.79,70.95,69.67,,,2024-12-31,1
DAMODARIND,10.6,15.47,63.46,147.87,,197.74,12.7422,7.6456,-2.11,4.3,2024-12-31,18
DANGEE,22.23,7.62,0.94,14.43,,30.91,1.6868,0.5887,13.41,4.0,2024-12-31,19
DATAMATICS,23.52,20.17,261.21,1543.93,,1790.21,100.08,90.26,9.83,4.3,2024-12-31,17
DATAPATTNS,55.88,13.85,310.08,1735.97,,1788.78,65.4,61.93,-12.78,2.8,2024-12-31,13
DAVANGERE,25.45,10.47,3.53,504.81,,596.43,18.6224,15.6176,-6.54,1.0,2024-12-31,6
DBCORP,29.59,23.98,136.26,2428.81,,2765.37,190.163,165.754,6.78,4.0,2024-12-31,18
DBEIL,23.91,19.65,91.79,427.58,,605.89,31.2191,29.766,,,2024-12-31,2
DBL,23.72,16.4,420.4,6829.11,,12892.69,614.3918,528.5128,4.06,4.3,2024-12-31,17
DBOL,2.03,-0.02,156.05,1026.64,,1309.9,14.6,-0.07,13.38,2.3,2024-12-31,11
DBREALTY,8.29,1.23,75.44,4091.71,,4434.92,27.3287,13.6068,141.43,4.3,2024-12-31,19
DBSTOCKBRO,17.69,6.69,21.63,75.7,,78.04,1.619,1.3052,20.35,4.3,2024-12-31,19
DCAL,21.66,3.16,425.87,6676.9,,9606.26,147.8,75.83,10.9,4.3,2024-12-31,18
DCI,5.46,26.39,65.73,107.79,,108.73,7.3258,7.1748,19.8,2.3,2024-12-31,9
DCM,1174.07,14.15,24.97,46.64,,68.96,3.17,2.44,56.69,4.3,2024-12-31,18
DCMFINSERV,,,,,,,,,,,2024-12-31,18
DCMNVL,4.1,3.4,175.71,328.19,,411.35,10.92,3.5,14.37,4.3,2024-12-31,19
DCMSHRIRAM,15.26,16.47,498.06,7711.97,,10402.26,537.08,428.29,12.99,4.0,2024-12-31,18
DCMSRIND,10.72,35.09,41.93,364.78,,488.58,52.85,42.86,-1.73,3.0,2024-12-31,13
DCW,13.03,10.6,36.42,1074.81,,1376.8,61.7722,36.4822,8.29,4.3,2024-12-31,19
DCXINDIA,10.59,4.65,135.84,1513.02,,1517.49,21.173,17.653,6.41,2.3,2024-12-31,10
DDEVPLSTIK,11.29,27.09,97.93,1013.3,,1046.62,74.6237,70.8708,,,2024-12-31,1
DECCANCE,10.44,1.45,535.92,750.66,,1373.69,12.0526,4.9859,-11.92,4.3,2024-12-31,18
DEEDEV,2.95,-2.87,128.55,890.39,,1054.48,4.7738,-7.5779,-41.7,0.8,2024-12-31,5
DEEPAKFERT,19.34,13.24,542.2,6844.57,,12061.37,498.68,399.16,50.33,4.3,2024-12-31,19
DEEPAKNTR,8.97,1.34,427.94,5836.83,,7401.94,49.47,24.8,16.69,4.3,2024-12-31,19
DEEPENR,-9.6,,,,,,-0.0907,-0.2012,21.15,3.7,2024-06-30,14
DEEPINDS,48.61,11.36,312.37,1999.16,,2282.07,75.266,64.8164,28.41,3.8,2024-12-31,16
DELHIVERY,8.46,2.19,129.4,9686.95,,10854.03,201.086,59.355,13.5,2.8,2024-12-31,12
DELPHIFX,-66.17,-17.89,13.31,326.55,,197.3,-8.3235,-8.8253,-7.55,3.3,2024-12-31,13
DELTACORP,23.04,5.27,84.09,2251.69,,2340.38,44.78,30.82,46.45,4.3,2024-12-31,20
DELTAMAGNT,2.16,-19.13,2.13,2.31,,10.45,0.3271,-0.4997,-11.64,4.3,2024-12-31,17
DEN,31.74,5.84,79.39,3784.81,,3858.98,82.751,56.33,-6.57,4.0,2024-12-31,19
DENORA,-56.3,-31.83,243.62,129.34,,129.74,-9.8855,-10.3247,27.63,4.3,2024-12-31,18
DENTA,37.7,16.7,171.91,458.99,,460.41,19.3578,19.2275,,,2024-12-31,1
DEVIT,7.21,8.51,19.4,109.34,,128.72,3.4405,2.7373,16.14,2.8,2024-12-31,12
DEVYANI,17.18,5.95,12.51,1541.82,,5078.54,222.353,75.597,32.67,3.3,2024-12-31,14
DFMFOODS,-2.72,,,,,,-4.1,-7.71,2.89,2.3,2022-12-31,10
DGCONTENT,-40.54,-0.4,6.36,36.93,,149.95,-0.15,-0.15,10.13,4.0,2024-12-31,19
DHAMPURSUG,8.23,8.67,186.19,1197.36,,1469.05,48.32,31.85,-10.83,4.3,2024-12-31,18
DHANI,0.37,,,,,,0.0198,-0.0113,-62.94,4.3,2024-12-31,18
DHANUKA,18.54,16.06,373.1,1681.88,,1731.44,82.5708,69.511,0.15,4.3,2024-12-31,19
DHARAMSI,13.79,,,,,,15.641,12.3164,,,2022-06-30,3
DHARMAJ,5.42,3.76,132.86,449.04,,510.32,9.458,4.799,31.38,2.0,2024-12-31,9
DHARSUGAR,-8378.58,-42.72,,,,174.4,-13.1041,-18.628,-60.76,4.0,2024-12-31,21
DHFL,15.02,,,,,,305.57,285.15,,,2021-03-31,2
DHRUV,20.32,16.25,38.07,72.21,,81.58,4.4688,3.3137,2.33,3.0,2024-12-31,13
DHUNINV,58.48,5.58,4498.06,2742.47,,5047.9,81.0576,70.4222,41.65,4.3,2024-12-31,18
DIACABS,5.21,2.34,,,,1889.65,16.0276,11.0474,209.53,1.3,2024-12-31,7
DIAMINESQ,13.05,3.51,156.67,157.5,,160.26,2.2845,1.4052,-9.78,1.3,2024-12-31,6
DIAMONDYD,-8.34,-28.88,292.7,699.68,,756.27,-37.1013,-54.612,7.52,4.3,2024-12-31,17
