symbol,sector,bull_run_score,label,accumulation_score,ml_bull_run_score
BATLIBOI,CAPITAL_GOODS,43.2,WATCHLIST,0.05296319,58.83
HDFCNIMEG,OTHER,43.19,WATCHLIST,0.20299263,59.69
VINCOFE,FMCG,43.19,WATCHLIST,0.04646192,59.28
IVALUE,IT,43.17,WATCHLIST,0.10460882,58.24
ELIQUID,OTHER,43.17,WATCHLIST,0.23607239,59.86
ABSLBANETF,OTHER,43.17,WATCHLIST,0.11721797,59.86
BNKETFAXIS,OTHER,43.15,WATCHLIST,0.20299263,59.69
BSLGOLDETF,OTHER,43.14,WATCHLIST,0.08127573,59.29
SIGNPOST,MEDIA,43.13,WATCHLIST,0.09148373,53.32
MIRZAINT,TEXTILES,43.12,WATCHLIST,0.041604508,34.07
TNPETRO,HEALTHCARE,43.12,WATCHLIST,0.20908217,59.68
EMMVEE,CAPITAL_GOODS,43.11,WATCHLIST,0.15020287,56.84
UTTAMSUGAR,FMCG,43.11,WATCHLIST,0.20877118,59.2
CTE,IT,43.11,WATCHLIST,47.280277,74.11
LIQUIDIETF,OTHER,43.11,WATCHLIST,0.120051436,59.87
ZYDUSWELL,FMCG,43.1,WATCHLIST,0.2853409,54.84
AXISBANK,BANKING,43.1,WATCHLIST,0.054389227,58.57
SILVERAXIS,OTHER,43.1,WATCHLIST,0.1556379,59.71
FMCGADD,OTHER,43.09,WATCHLIST,0.109708324,59.74
BTML,MEDIA,43.07,WATCHLIST,0.19508767,58.09
POLICYBZR,FINANCIAL_SERVICES,43.07,WATCHLIST,0.034818146,59.12
EDELWEISS,FINANCIAL_SERVICES,43.07,WATCHLIST,0.074149385,54.7
SPAL,TEXTILES,43.07,WATCHLIST,0.12992363,59.23
MOMMIDCAP,OTHER,43.07,WATCHLIST,0.151031,59.72
ELANTAS,CHEMICALS,43.07,WATCHLIST,0.07567573,58.58
MAFATIND,TEXTILES,43.06,WATCHLIST,0.07693578,59.34
JSWCEMENT,CEMENT,43.06,WATCHLIST,0.07923152,59.27
IRB,INFRASTRUCTURE,43.06,WATCHLIST,0.07119919,46.81
ABSLLIQUID,OTHER,43.05,WATCHLIST,0.14942281,59.9
SBIBPB,OTHER,43.05,WATCHLIST,0.048660547,59.83
LIQUIDETF,OTHER,43.02,WATCHLIST,0.13663794,59.9
VALUE,OTHER,43.02,WATCHLIST,0.07065312,59.72
BANK10BETF,OTHER,43.01,WATCHLIST,0.151031,59.72
NV20BEES,OTHER,43.01,WATCHLIST,0.059299614,59.77
DELHIVERY,LOGISTICS,43.0,WATCHLIST,0.10456383,54.75
EMETAL,OTHER,42.99,WATCHLIST,0.14772534,59.74
INFRABEES,OTHER,42.98,WATCHLIST,0.109207295,59.79
PVTBANIETF,OTHER,42.98,WATCHLIST,0.09669938,59.85
HAWKINCOOK,FMCG,42.98,WATCHLIST,0.15409991,58.87
SCHNEIDER,CAPITAL_GOODS,42.98,WATCHLIST,0.07398542,35.33
KPIL,INFRASTRUCTURE,42.98,WATCHLIST,0.09295169,56.7
EGOLD,OTHER,42.95,WATCHLIST,0.08428945,58.93
ITAXIS,OTHER,42.95,WATCHLIST,0.16113198,59.73
SANDUMA,ENERGY,42.95,WATCHLIST,0.053758424,23.42
KRONOX,CHEMICALS,42.95,WATCHLIST,0.06402727,49.01
SBILIQETF,OTHER,42.95,WATCHLIST,0.2441853,59.89
GOLDAXIS,OTHER,42.94,WATCHLIST,0.16113198,59.73
EUROPRATIK,REALTY,42.94,WATCHLIST,0.06269652,59.62
DEFENCE,OTHER,42.93,WATCHLIST,0.09162709,59.82
NIFTYAXIS,OTHER,42.92,WATCHLIST,0.16113198,59.73
SPANDANA,FINANCIAL_SERVICES,42.92,WATCHLIST,0.113198325,57.06
SCI,FINANCIAL_SERVICES,42.91,WATCHLIST,0.14046015,58.39
SAGARDEEP,METAL,42.91,WATCHLIST,0.017472334,33.75
BANKPSU,OTHER,42.91,WATCHLIST,0.05379679,59.84
PML,FINANCIAL_SERVICES,42.89,WATCHLIST,0.16075423,56.15
PSUBANKADD,OTHER,42.88,WATCHLIST,0.05662223,59.81
BBNPPGOLD,OTHER,42.88,WATCHLIST,0.08883761,58.23
HEXATRADEX,FINANCIAL_SERVICES,42.88,WATCHLIST,0.023205828,36.17
BANKADD,OTHER,42.88,WATCHLIST,0.070558205,59.87
WANBURY,PHARMA,42.88,WATCHLIST,0.095937066,49.12
DJML,LOGISTICS,42.88,WATCHLIST,0.062103137,46.37
SBFC,FINANCIAL_SERVICES,42.88,WATCHLIST,0.05781331,58.34
GICRE,FINANCIAL_SERVICES,42.87,WATCHLIST,0.020299567,46.74
UNIONGOLD,OTHER,42.85,WATCHLIST,0.08580216,59.41
INDOMIM,OTHER,42.85,WATCHLIST,0.13053654,59.54
HDFCMOMENT,OTHER,42.83,WATCHLIST,0.17999858,59.8
MALUPAPER,CHEMICALS,42.83,WATCHLIST,0.094597004,57.59
ADANIPORTS,LOGISTICS,42.82,WATCHLIST,0.1598525,59.02
PIXTRANS,CHEMICALS,42.81,WATCHLIST,0.099130094,34.94
JBMA,AUTO,42.8,WATCHLIST,0.084574565,54.74
LIQUIDBETA,OTHER,42.8,WATCHLIST,0.18494248,59.73
AEROENTER,METAL,42.8,WATCHLIST,0.08737294,58.57
RVHL,REALTY,42.79,WATCHLIST,26.579332,64.41
QNIFTY,OTHER,42.78,WATCHLIST,0.049598865,51.53
MOMOMENTUM,OTHER,42.78,WATCHLIST,0.17569028,59.77
GALAXYSURF,CHEMICALS,42.77,WATCHLIST,0.13475297,59.63
GNFC,CHEMICALS,42.75,WATCHLIST,0.09854387,59.5
HLEGLAS,CAPITAL_GOODS,42.75,WATCHLIST,4.5015397,60.56
EIHOTEL,HOSPITALITY,42.73,WATCHLIST,0.07659693,59.3
ATLASCYCLE,FINANCIAL_SERVICES,42.72,WATCHLIST,0.034757983,31.72
QUINT,MEDIA,42.71,WATCHLIST,0.08477176,58.46
CEIGALL,INFRASTRUCTURE,42.71,WATCHLIST,0.16626464,56.35
HDFCNIFBAN,OTHER,42.71,WATCHLIST,0.099318825,59.87
CRAMC,FINANCIAL_SERVICES,42.71,WATCHLIST,0.09766387,58.69
LIQUIDBEES,OTHER,42.7,WATCHLIST,0.11342986,59.9
TERASOFT,IT,42.69,WATCHLIST,0.044273116,26.92
ABMINTLLTD,TEXTILES,42.67,WATCHLIST,2.5823576,48.35
ACSTECH,CEMENT,42.66,WATCHLIST,0.15800048,58.78
ABSLPSE,OTHER,42.66,WATCHLIST,0.16631553,59.36
ALICON,AUTO,42.64,WATCHLIST,0.08248156,58.4
SOMATEX,TEXTILES,42.63,WATCHLIST,0.6405985,40.36
LINDEINDIA,CHEMICALS,42.63,WATCHLIST,0.24480484,58.91
TATAPOWER,POWER,42.62,WATCHLIST,0.05220541,57.66
TCIEXP,LOGISTICS,42.62,WATCHLIST,0.08471386,59.91
CARRARO,AUTO,42.62,WATCHLIST,0.025501251,58.83
PSUBNKIETF,OTHER,42.62,WATCHLIST,0.05622381,59.85
BANK10ADD,OTHER,42.62,WATCHLIST,0.075556695,59.89
BALAMINES,CHEMICALS,42.62,WATCHLIST,0.15823616,59.51
ABDL,FMCG,42.62,WATCHLIST,0.08371645,57.25
EIMCOELECO,CAPITAL_GOODS,42.61,WATCHLIST,0.13722093,59.21
MOPSE,OTHER,42.61,WATCHLIST,0.22250016,59.24
MOM30IETF,OTHER,42.61,WATCHLIST,0.13451043,59.83
NKIND,CAPITAL_GOODS,42.6,WATCHLIST,0.2566555,54.3
PDMJEPAPER,CHEMICALS,42.59,WATCHLIST,0.41853255,59.96
MOMENTUM,OTHER,42.59,WATCHLIST,0.099502236,59.83
BAJAJCON,FMCG,42.58,WATCHLIST,0.72186065,59.32
LCL,OTHER,42.58,WATCHLIST,0.12969477,59.54
AMDIND,CHEMICALS,42.56,WATCHLIST,0.33850524,59.6
GILT10BETA,OTHER,42.55,WATCHLIST,0.09754048,59.89
DYNPRO,CHEMICALS,42.52,WATCHLIST,0.1673142,59.95
ABSL10BANK,OTHER,42.51,WATCHLIST,0.07058773,59.87
IOC,CHEMICALS,42.51,WATCHLIST,0.107081585,58.11
GUJENERGY,OTHER,42.5,WATCHLIST,0.27007753,58.58
LIQUIDSBI,OTHER,42.49,WATCHLIST,0.14833792,59.93
SIGNATURE,REALTY,42.45,WATCHLIST,0.063874565,22.42
RGL,FMCG,42.45,WATCHLIST,0.037253987,56.8
ACUTAAS,PHARMA,42.44,WATCHLIST,0.25104588,59.04
VENTIVE,HOSPITALITY,42.39,WATCHLIST,0.033055805,23.25
MSTCLTD,METAL,42.38,WATCHLIST,0.08328656,57.67
MSUMI,AUTO,42.38,WATCHLIST,0.11253903,58.83
UPL,CHEMICALS,42.38,WATCHLIST,0.08763398,58.18
PTC,POWER,42.33,WATCHLIST,0.35809815,59.28
RAMCOCEM,CEMENT,42.32,WATCHLIST,0.05591518,57.83
ANUHPHR,PHARMA,42.32,WATCHLIST,0.020693503,53.33
VGUARD,FINANCIAL_SERVICES,42.32,WATCHLIST,0.022855744,52.28
IDBI,BANKING,42.31,WATCHLIST,0.17708308,59.34
AHLEAST,HOSPITALITY,42.3,WATCHLIST,0.021552466,24.99
GROWWRAIL,OTHER,42.29,WATCHLIST,0.098108545,57.92
BLACKBUCK,LOGISTICS,42.29,WATCHLIST,0.08101345,56.36
CHOICEGOLD,OTHER,42.29,WATCHLIST,0.117312916,58.81
MOBANK10,OTHER,42.29,WATCHLIST,0.065240666,59.86
HOMEFIRST,FINANCIAL_SERVICES,42.26,WATCHLIST,0.0351421,58.91
ONGC,ENERGY,42.26,WATCHLIST,0.086432114,42.78
AAVAS,FINANCIAL_SERVICES,42.25,WATCHLIST,0.20268741,52.04
GLOSTERLTD,TEXTILES,42.22,WATCHLIST,0.14795208,40.39
OMPOWER,INFRASTRUCTURE,42.2,WATCHLIST,0.061565172,57.31
MODTHREAD,TEXTILES,42.2,WATCHLIST,0.08513899,59.19
SESHAPAPER,CHEMICALS,42.18,WATCHLIST,0.020743284,31.5
SBICARD,FINANCIAL_SERVICES,42.16,WATCHLIST,0.11156549,35.05
AONEGOLD,OTHER,42.16,WATCHLIST,0.06847078,58.83
RMC,OTHER,42.16,WATCHLIST,0.2920777,56.96
HDFCPSUBK,OTHER,42.16,WATCHLIST,0.048777554,59.81
FOSECOIND,CHEMICALS,42.15,WATCHLIST,0.3452093,59.73
LOTUSEYE,HEALTHCARE,42.15,WATCHLIST,0.058282394,28.08
CANBK,BANKING,42.13,WATCHLIST,0.13092135,38.04
GESHIP,AUTO,42.13,WATCHLIST,0.2932787,59.12
ABGSEC,OTHER,42.06,WATCHLIST,0.12336875,59.91
HDFCAMC,FINANCIAL_SERVICES,42.04,WATCHLIST,0.088121355,42.87
JUBLFOOD,HOSPITALITY,42.04,WATCHLIST,0.46928278,58.04
ELDEHSG,REALTY,42.02,WATCHLIST,0.13697278,48.65
V2RETAIL,RETAIL,42.02,WATCHLIST,0.022128468,45.36
PWL,HEALTHCARE,42.01,WATCHLIST,0.17598473,57.42
ECAPINSURE,OTHER,42.0,WATCHLIST,0.08787748,59.82
TARMAT,INFRASTRUCTURE,41.99,WATCHLIST,0.2930196,49.1
INDIANCARD,TEXTILES,41.99,WATCHLIST,0.07655349,58.39
PRECWIRE,METAL,41.99,WATCHLIST,0.15176804,54.62
DHARMAJ,CHEMICALS,41.99,WATCHLIST,0.15114085,59.43
MOMENTUM30,OTHER,41.99,WATCHLIST,0.06597529,59.78
INFRA,OTHER,41.98,WATCHLIST,0.07899872,59.85
DBL,INFRASTRUCTURE,41.98,WATCHLIST,0.043224644,55.3
ALEMBICLTD,REALTY,41.98,WATCHLIST,0.02648414,54.87
GTLINFRA,FINANCIAL_SERVICES,41.98,WATCHLIST,0.032891553,56.77
ICICIAMC,AMC,41.97,WATCHLIST,0.0900213,56.55
AMBUJACEM,CEMENT,41.95,WATCHLIST,0.12487384,33.49
JTLIND,METAL,41.94,WATCHLIST,0.03179122,35.72
CHALET,HOSPITALITY,41.93,WATCHLIST,0.0774668,56.26
SRTL,TEXTILES,41.92,WATCHLIST,0.061813813,36.01
GSEC10YEAR,OTHER,41.91,WATCHLIST,0.11924839,59.9
CMRGREEN,OTHER,41.91,WATCHLIST,0.23353103,54.68
GOLDBETA,OTHER,41.91,WATCHLIST,0.077971525,57.8
GOLDADD,OTHER,41.9,WATCHLIST,0.07955893,58.46
APOLLOTYRE,AUTO,41.86,WATCHLIST,0.06859125,39.7
TVSSRICHAK,AUTO,41.85,WATCHLIST,0.06983226,41.5
TIPSFILMS,MEDIA,41.85,WATCHLIST,0.18268992,59.49
EMULTIMQ,OTHER,41.84,WATCHLIST,0.19707237,59.56
SABEVENTS,OTHER,41.83,WATCHLIST,0.21044712,58.95
SWIGGY,RETAIL,41.83,WATCHLIST,0.2964752,52.19
MON100,OTHER,41.83,WATCHLIST,0.13776243,59.4
PVTBKGROWW,OTHER,41.82,WATCHLIST,0.07039073,59.77
BANSALWIRE,METAL,41.82,WATCHLIST,0.26613736,55.19
20MICRONS,METAL,41.81,WATCHLIST,0.021630675,43.48
EBGNG,IT,41.81,WATCHLIST,0.44002756,57.75
ASAL,AUTO,41.81,WATCHLIST,0.09494536,58.97
ARENTERP,METAL,41.81,WATCHLIST,0.4479832,43.09
BASF,CHEMICALS,41.8,WATCHLIST,0.07301686,58.06
MEGASTAR,FMCG,41.8,WATCHLIST,0.10130522,26.57
BHARATSE,AUTO,41.8,WATCHLIST,0.05546105,39.9
ZFCVINDIA,FINANCIAL_SERVICES,41.73,WATCHLIST,0.08110556,33.19
HSBCGOLD,OTHER,41.71,WATCHLIST,0.058303807,58.34
BIKAJI,TEXTILES,41.7,WATCHLIST,0.035324052,43.95
METROBRAND,FMCG,41.69,WATCHLIST,0.020532832,57.96
NV20,OTHER,41.67,WATCHLIST,0.064371966,43.08
ACCELYA,IT,41.67,WATCHLIST,0.06566644,54.93
HUDCO,REALTY,41.66,WATCHLIST,0.049011867,24.76
ARIHANTCAP,FINANCIAL_SERVICES,41.65,WATCHLIST,0.10701443,59.24
NOCIL,CHEMICALS,41.63,WATCHLIST,0.08146077,50.53
SHAHALLOYS,METAL,41.63,WATCHLIST,0.04692012,24.27
RANASUG,FMCG,41.62,WATCHLIST,0.023925876,36.37
DBCORP,MEDIA,41.6,WATCHLIST,0.12672408,46.35
MMTC,DIVERSIFIED,41.6,WATCHLIST,0.037880197,27.61
VTL,TEXTILES,41.57,WATCHLIST,0.3649453,52.91
DALBHARAT,FMCG,41.56,WATCHLIST,0.13805513,57.68
RBA,HOSPITALITY,41.55,WATCHLIST,0.1558096,57.59
BMWVENTLTD,METAL,41.55,WATCHLIST,0.046220712,25.71
LORDSCHLO,CHEMICALS,41.53,WATCHLIST,0.62892705,59.12
POWERINDIA,CAPITAL_GOODS,41.52,WATCHLIST,0.114177,59.47
TEXRAIL,CAPITAL_GOODS,41.51,WATCHLIST,0.033684153,54.48
TDPOWERSYS,CAPITAL_GOODS,41.51,WATCHLIST,0.084147565,59.01
NIITLTD,HEALTHCARE,41.51,WATCHLIST,0.07687734,56.15
HARIOMPIPE,METAL,41.47,WATCHLIST,0.0674337,59.64
AKASH,INFRASTRUCTURE,41.45,WATCHLIST,0.029951153,29.95
HBESD,REALTY,41.44,WATCHLIST,0.061741214,59.59
SAIL,METAL,41.44,WATCHLIST,0.04994298,53.26
IGCL,CHEMICALS,41.44,WATCHLIST,0.11241211,59.16
GREENPLY,REALTY,41.44,WATCHLIST,0.033348538,53.75
XCHANGING,IT,41.44,WATCHLIST,0.109872796,58.36
TECHNVISN,IT,41.43,WATCHLIST,0.81478286,58.88
COASTCORP,CAPITAL_GOODS,41.41,WATCHLIST,0.10993791,29.61
XPROINDIA,CHEMICALS,41.41,WATCHLIST,0.5590415,59.01
PVTBANKADD,OTHER,41.41,WATCHLIST,0.07091792,59.71
GOKUL,FMCG,41.41,WATCHLIST,0.01427541,29.14
ICICIB22,OTHER,41.39,WATCHLIST,0.1162957,58.86
SAKSOFT,IT,41.38,WATCHLIST,0.085267834,50.47
NDGL,FINANCIAL_SERVICES,41.36,WATCHLIST,0.24467772,57.14
VIDYAWIRES,METAL,41.36,WATCHLIST,0.03363307,51.86
OBCL,LOGISTICS,41.36,WATCHLIST,0.028182039,23.97
MOCAPITAL,OTHER,41.36,WATCHLIST,0.11335738,59.62
WHEELS,AUTO,41.35,WATCHLIST,0.1236435,59.06
GOLDBND,OTHER,41.35,WATCHLIST,0.05424933,58.87
FMCGIETF,OTHER,41.35,WATCHLIST,0.07880594,59.79
SUPRIYA,PHARMA,41.34,WATCHLIST,0.084674194,35.72
GROWWPSE,OTHER,41.32,WATCHLIST,0.121801406,58.46
MFSL,FINANCIAL_SERVICES,41.31,WATCHLIST,0.039947674,48.94
TWCGOLDETF,OTHER,41.31,WATCHLIST,0.050060038,59.13
LAOPALA,FMCG,41.28,WATCHLIST,0.05109279,45.46
APLLTD,PHARMA,41.27,WATCHLIST,0.035021883,58.48
INDOFARM,AUTO,41.27,WATCHLIST,0.08396635,59.77
RELIANCE,ENERGY,41.26,WATCHLIST,0.03484685,46.42
ANDHRSUGAR,CHEMICALS,41.26,WATCHLIST,0.028300995,54.25
RITES,INFRASTRUCTURE,41.26,WATCHLIST,0.037199613,51.69
RUPA,TEXTILES,41.26,WATCHLIST,0.051241513,56.53
GROWWPSUBK,OTHER,41.26,WATCHLIST,0.046808306,59.83
BANKINDIA,BANKING,41.25,WATCHLIST,0.046899416,55.47
HINDPETRO,CHEMICALS,41.24,WATCHLIST,0.024447931,56.26
STCINDIA,DIVERSIFIED,41.23,WATCHLIST,0.038744863,36.43
MOBIKWIK,FINANCIAL_SERVICES,41.21,WATCHLIST,0.48030472,59.91
ESILVER,OTHER,41.2,WATCHLIST,0.12006047,34.1
NIACL,FINANCIAL_SERVICES,41.19,WATCHLIST,0.106059596,57.69
BEEKAY,METAL,41.18,WATCHLIST,0.11962963,48.7
SALONA,TEXTILES,41.18,WATCHLIST,0.03194621,23.27
KPRMILL,TEXTILES,41.18,WATCHLIST,0.092120536,59.07
ENERGY,OTHER,41.17,WATCHLIST,0.06800716,59.75
SRHHYPOLTD,CHEMICALS,41.16,WATCHLIST,0.013678361,47.21
AONETMMQ50,OTHER,41.14,WATCHLIST,0.051444978,59.78
MAHABANK,BANKING,41.14,WATCHLIST,0.18823373,54.06
BANCOINDIA,AUTO,41.09,WATCHLIST,0.058110304,58.78
GOACARBON,METAL,41.07,WATCHLIST,0.014235813,27.95
KIOCL,METAL,41.06,WATCHLIST,2.7120361,59.32
HDBFS,FINANCIAL_SERVICES,41.06,WATCHLIST,0.11108191,40.64
TATACOMM,CHEMICALS,41.04,WATCHLIST,0.098756984,59.38
MAMATA,CAPITAL_GOODS,41.04,WATCHLIST,0.04414641,52.25
ORIENTCER,CAPITAL_GOODS,41.03,WATCHLIST,0.06131539,57.22
UBL,FMCG,41.0,WATCHLIST,0.15310387,56.08
ORISSAMINE,METAL,41.0,WATCHLIST,0.04840719,54.69
SRM,INFRASTRUCTURE,40.97,WATCHLIST,0.026392993,36.82
ARCHIDPLY,REALTY,40.95,WATCHLIST,0.018705828,26.24
BESTAGRO,CHEMICALS,40.95,WATCHLIST,10.024488,55.38
ACC,CEMENT,40.91,WATCHLIST,0.2640334,21.65
NCLIND,CEMENT,40.9,WATCHLIST,0.027813515,28.13
JSWDULUX,CHEMICALS,40.88,WATCHLIST,0.10801026,23.18
JKCEMENT,CEMENT,40.88,WATCHLIST,0.06005653,57.69
TGBHOTELS,HOSPITALITY,40.87,WATCHLIST,0.033860657,38.18
ZENTEC,DEFENCE,40.87,WATCHLIST,0.09128368,57.96
JAYNECOIND,METAL,40.86,WATCHLIST,0.036158472,36.6
CDSL,REALTY,40.84,WATCHLIST,0.033107877,57.49
SURYALA,TEXTILES,40.84,WATCHLIST,0.07843015,59.55
AGI,CHEMICALS,40.84,WATCHLIST,0.043266285,55.21
INDIQUBE,REALTY,40.81,WATCHLIST,0.0155520495,58.11
GROBTEA,FMCG,40.8,WATCHLIST,0.07840901,49.17
ELCIDIN,FINANCIAL_SERVICES,40.77,WATCHLIST,0.15260886,57.99
HDFCSILVER,OTHER,40.76,WATCHLIST,0.08977456,30.65
DOMS,FMCG,40.76,WATCHLIST,0.069216356,35.79
EPACKPEB,CAPITAL_GOODS,40.75,WATCHLIST,0.12709947,58.88
DATAMATICS,IT,40.72,WATCHLIST,0.027917795,59.25
CANFINHOME,FINANCIAL_SERVICES,40.72,WATCHLIST,0.06732466,22.91
SILVERBEES,OTHER,40.72,WATCHLIST,0.09968403,30.77
BSOFT,IT,40.71,WATCHLIST,0.08014747,51.48
ANURAS,CHEMICALS,40.7,WATCHLIST,0.034343652,20.34
TEJASNET,TELECOM,40.7,WATCHLIST,0.094349965,51.25
APOLSINHOT,HOSPITALITY,40.7,WATCHLIST,0.031075682,33.27
SANOFICONR,PHARMA,40.69,WATCHLIST,0.019091818,45.79
BANKNIFTY1,OTHER,40.69,WATCHLIST,0.043926194,55.64
MOINFRA,OTHER,40.66,WATCHLIST,0.059906837,59.82
BSE,FINANCIAL_SERVICES,40.65,WATCHLIST,0.20189716,59.48
SILVERIETF,OTHER,40.64,WATCHLIST,0.08263124,29.29
SBISILVER,OTHER,40.62,WATCHLIST,0.08323753,28.98
MAPMYINDIA,IT,40.6,WATCHLIST,0.12628561,59.31
KRBL,AGRICULTURE,40.6,WATCHLIST,0.034650125,39.5
TATSILV,OTHER,40.6,WATCHLIST,0.07508468,26.13
ESABINDIA,CAPITAL_GOODS,40.59,WATCHLIST,0.039812088,41.55
SILVER,OTHER,40.59,WATCHLIST,0.08016805,26.82
GROWW,FINANCIAL_SERVICES,40.58,WATCHLIST,0.08669452,24.21
TORNTPOWER,POWER,40.58,WATCHLIST,0.06141291,58.5
TRITURBINE,CAPITAL_GOODS,40.58,WATCHLIST,0.14195092,58.87
VHL,FINANCIAL_SERVICES,40.57,WATCHLIST,0.044106767,52.26
POKARNA,REALTY,40.57,WATCHLIST,0.077657305,56.91
KOTARISUG,FMCG,40.56,WATCHLIST,0.07928284,55.09
MUKKA,AGRICULTURE,40.56,WATCHLIST,0.029609315,27.36
AJOONI,AGRICULTURE,40.55,WATCHLIST,0.05373386,29.38
DMART,RETAIL,40.54,WATCHLIST,0.07446865,57.68
CESC,POWER,40.53,WATCHLIST,0.050214738,28.64
MWL,METAL,40.51,WATCHLIST,0.3888748,48.46
CUB,BANKING,40.51,WATCHLIST,0.07125146,54.93
SILVERCASE,OTHER,40.47,WATCHLIST,0.08397591,27.03
MOL,CHEMICALS,40.46,WATCHLIST,0.08204514,53.82
ZEEL,MEDIA,40.41,WATCHLIST,0.07925992,55.13
PUNJABCHEM,CHEMICALS,40.4,WATCHLIST,0.05447821,59.76
STAR,PHARMA,40.4,WATCHLIST,0.060611382,51.73
MOENERGY,OTHER,40.4,WATCHLIST,0.059347793,59.54
KALYANIFRG,CAPITAL_GOODS,40.37,WATCHLIST,0.019389825,28.9
COALINDIA,ENERGY,40.37,WATCHLIST,0.051357992,23.8
GPPL,INFRASTRUCTURE,40.37,WATCHLIST,0.026766522,51.26
LICHSGFIN,FINANCIAL_SERVICES,40.36,WATCHLIST,0.06812692,31.5
GROWWCAPM,OTHER,40.34,WATCHLIST,0.05952743,59.53
MAHSEAMLES,METAL,40.33,WATCHLIST,0.021362461,21.02
SILVER360,OTHER,40.28,WATCHLIST,0.067489155,26.64
MANAKCOAT,METAL,40.28,WATCHLIST,0.13697723,57.5
GROWWPOWER,OTHER,40.28,WATCHLIST,0.06872175,59.53
ORIENTPPR,CHEMICALS,40.27,WATCHLIST,0.14360668,52.02
MERCANTILE,REALTY,40.26,WATCHLIST,0.0912725,46.13
URJA,CAPITAL_GOODS,40.26,WATCHLIST,0.035678674,20.67
SILVERADD,OTHER,40.2,WATCHLIST,0.070073515,28.5
GHCL,CHEMICALS,40.19,WATCHLIST,0.097813524,20.9
NITCO,CAPITAL_GOODS,40.18,WATCHLIST,0.10576437,56.99
MAXESTATES,REALTY,40.16,WATCHLIST,0.023574373,28.01
JTEKTINDIA,AUTO,40.15,WATCHLIST,0.055375848,58.12
SAATVIKGL,CAPITAL_GOODS,40.15,WATCHLIST,0.03775602,51.78
MAITHANALL,METAL,40.15,WATCHLIST,0.028446235,22.93
ROLEXRINGS,AUTO,40.14,WATCHLIST,0.124729834,44.82
PIIND,CHEMICALS,40.13,WATCHLIST,0.08277754,23.75
TSFINV,FINANCIAL_SERVICES,40.11,WATCHLIST,0.18548515,59.87
MAGNUM,CHEMICALS,40.11,WATCHLIST,0.09333769,24.03
HEXT,IT,40.11,WATCHLIST,0.13717619,52.98
WILLAMAGOR,FINANCIAL_SERVICES,40.1,WATCHLIST,0.026214082,21.57
CPSEETF,OTHER,40.1,WATCHLIST,0.08262257,58.28
GODIGIT,FINANCIAL_SERVICES,40.07,WATCHLIST,0.3732759,10.74
LAHOTIOV,TEXTILES,40.06,WATCHLIST,0.15192682,57.36
INFOBEAN,IT,40.05,WATCHLIST,0.0360802,35.28
JAGRAN,MEDIA,40.05,WATCHLIST,0.016684722,51.54
POWERMECH,INFRASTRUCTURE,40.04,WATCHLIST,0.033724766,30.47
BEL,DEFENCE,40.04,WATCHLIST,0.058731005,46.61
NSIL,FINANCIAL_SERVICES,40.01,WATCHLIST,0.1738381,54.69
VGL,TEXTILES,39.99,NEUTRAL,0.053288717,36.76
ROTO,CAPITAL_GOODS,39.97,NEUTRAL,0.031006848,34.51
BIL,TEXTILES,39.96,NEUTRAL,0.029032052,45.57
5PAISA,FINANCIAL_SERVICES,39.94,NEUTRAL,0.06431469,46.33
FINCABLES,CAPITAL_GOODS,39.93,NEUTRAL,0.08396219,48.03
SIKA,DEFENCE,39.89,NEUTRAL,0.07880552,59.27
KSOLVES,IT,39.87,NEUTRAL,0.026706973,24.2
ABSLAMC,RETAIL,39.87,NEUTRAL,0.12766917,36.11
BAYERCROP,CHEMICALS,39.85,NEUTRAL,0.054754164,26.12
GATEWAY,LOGISTICS,39.83,NEUTRAL,0.0232043,48.28
ARFIN,METAL,39.82,NEUTRAL,0.042538974,29.54
CEATLTD,AUTO,39.8,NEUTRAL,0.07861756,27.48
BHARATWIRE,METAL,39.79,NEUTRAL,0.0319105,45.11
CGPOWER,IT,39.75,NEUTRAL,0.113978915,58.63
SRF,CHEMICALS,39.74,NEUTRAL,0.07564509,48.26
RUBFILA,CHEMICALS,39.68,NEUTRAL,0.011120692,28.2
AAKASH,OTHER,39.67,NEUTRAL,0.057949375,52.1
ALLDIGI,IT,39.65,NEUTRAL,0.015891524,22.85
PREMEXPLN,CHEMICALS,39.64,NEUTRAL,0.11268116,58.15
HINDCOPPER,METAL,39.63,NEUTRAL,0.14964601,56.29
SAIPARENT,PHARMA,39.63,NEUTRAL,0.08562107,52.28
MAANALU,METAL,39.61,NEUTRAL,0.14331478,22.18
ASIANTILES,CAPITAL_GOODS,39.56,NEUTRAL,0.046657693,20.23
GOPAL,FMCG,39.56,NEUTRAL,0.05102562,22.98
ENRIN,CAPITAL_GOODS,39.56,NEUTRAL,0.07469484,54.21
GMMPFAUDLR,CAPITAL_GOODS,39.54,NEUTRAL,0.1503368,21.13
ABFRL,RETAIL,39.54,NEUTRAL,0.03556791,40.62
MOIL,METAL,39.5,NEUTRAL,0.030343276,20.59
KRISHIVAL,FMCG,39.47,NEUTRAL,0.16739419,50.68
JWL,INFRASTRUCTURE,39.47,NEUTRAL,0.021145387,21.63
SHK,CHEMICALS,39.47,NEUTRAL,0.34520268,55.97
NLCINDIA,POWER,39.46,NEUTRAL,0.071565,56.61
RACLGEAR,AUTO,39.44,NEUTRAL,0.05654826,55.4
