symbol,rvol,rs_30d,delivery_5d_pct,vs_dma_50,as_of
PSPPROJECT,0.48,-8.81,44.2,-4.03,20260817
PTC,0.43,-3.03,56.8,-9.72,20260817
PTCIL,9.51,20.04,42.9,14.22,20260817
PTL,0.97,-0.39,80.1,-4.59,20260817
PUNJABCHEM,0.43,-0.24,56.0,3.44,20260817
PURVA,17.87,3.23,39.9,4.62,20260817
PVP,1.65,29.3,48.4,23.66,20260817
PVRINOX,0.48,21.29,45.6,14.74,20260817
PVSL,0.42,19.4,56.7,15.07,20260817
PWL,10.27,-8.55,31.0,-5.14,20260817
PYRAMID,0.14,2.76,51.8,-2.11,20260817
QMSMEDI,3.6,28.07,68.7,,20260817
QPOWER,0.58,,66.6,18.49,20260817
QUADFUTURE,0.79,-11.91,46.5,-11.04,20260817
QUESS,0.3,19.94,48.9,19.61,20260817
QUINT,6.99,-3.36,95.1,-6.67,20260817
RACE,1.11,-2.16,80.2,-5.42,20260817
RACLGEAR,0.62,3.95,55.4,0.78,20260817
RADAAN,0.21,2.43,74.8,-1.98,20260817
RADHIKAJWE,0.19,5.35,26.8,8.59,20260817
RADIANTCMS,2.45,-6.09,76.0,-9.01,20260817
RADICO,0.45,17.08,56.9,15.41,20260817
RADIOCITY,0.17,14.14,83.6,5.21,20260817
RAILTEL,0.56,-4.47,43.1,-7.1,20260817
RAIN,0.42,-0.85,38.9,-0.42,20260817
RAINBOW,1.08,1.94,58.6,1.08,20260817
RAJMET,0.92,-3.61,79.8,-8.5,20260817
RAJPALAYAM,2.23,1.09,76.4,0.19,20260817
RAJRATAN,0.17,6.98,51.8,7.7,20260817
RAJSREESUG,1.59,13.35,73.4,8.84,20260817
RAJTV,0.21,-11.23,82.5,-12.31,20260817
RALLIS,0.34,-6.92,53.7,-4.98,20260817
RAMANEWS,0.38,17.35,69.6,9.82,20260817
RAMAPHO,0.83,0.94,71.2,-3.08,20260817
RAMBHAJO,0.24,-9.41,52.6,,20260817
RAMCOCEM,1.0,1.62,56.5,0.89,20260817
RAMCOIND,0.13,0.76,28.1,6.12,20260817
RAMCOSYS,0.25,-25.68,49.9,-13.12,20260817
RAMKY,0.61,2.17,56.1,-2.66,20260817
RAMRAT,0.34,13.09,55.8,11.22,20260817
RANASUG,2.16,11.36,58.3,3.86,20260817
RANEHOLDIN,1.79,-5.15,54.0,-5.23,20260817
RATEGAIN,0.43,0.48,51.9,5.32,20260817
RATNAMANI,0.34,-7.31,55.6,-6.06,20260817
RATNAVEER,1.55,42.27,19.9,31.8,20260817
RAYMOND,2.18,8.34,46.6,7.97,20260817
RAYMONDLSL,1.2,7.55,48.8,1.08,20260817
RAYMONDREL,0.47,-14.15,39.1,-10.04,20260817
RBA,0.27,47.82,28.9,31.65,20260817
RBLBANK,0.36,7.92,49.3,2.71,20260817
RBZJEWEL,1.11,-5.73,55.6,-4.27,20260817
RCF,0.75,-1.4,46.3,-4.29,20260817
RECLTD,0.91,0.02,59.7,-4.97,20260817
REDINGTON,0.21,23.31,30.5,15.97,20260817
REDTAPE,0.43,-5.35,54.3,-8.31,20260817
REFEX,0.91,-1.59,48.2,-5.73,20260817
REGAAL,0.8,,,16.92,20260817
REGENCERAM,0.21,-3.18,63.5,-6.02,20260817
RELAXO,0.44,9.47,38.2,0.03,20260817
RELCHEMQ,2.84,-8.48,68.0,-10.94,20260817
RELIABLE,0.69,-1.79,44.3,-4.96,20260817
RELIANCE,1.19,4.27,57.2,1.08,20260817
RELIGARE,0.57,-9.51,61.0,-8.82,20260817
RELTD,1.59,-5.94,56.3,-2.58,20260817
REMSONSIND,2.72,7.05,68.4,-1.86,20260817
RENUKA,2.94,4.81,44.0,2.36,20260817
REPCOHOME,2.67,-10.42,66.1,-11.22,20260817
REPRO,0.3,-9.41,65.4,-10.7,20260817
RESPONIND,1.09,-13.8,43.5,-13.27,20260817
RETAIL,1.14,5.42,76.6,3.7,20260817
RGL,1.06,4.43,40.0,5.31,20260817
RHETAN,0.71,-28.32,23.4,-25.1,20260817
RHIM,0.5,-5.03,44.1,-4.55,20260817
RHL,0.18,-1.31,74.2,-4.91,20260817
RICOAUTO,0.55,8.3,31.9,-3.04,20260817
RIIL,0.71,-1.63,37.4,-4.76,20260817
RIR,2.1,8.87,32.8,,20260817
RISHABH,5.73,8.09,52.7,12.4,20260817
RITCO,0.23,10.48,37.5,6.02,20260817
RITES,0.42,3.84,45.6,1.92,20260817
RKDL,0.25,-0.29,81.3,-3.11,20260817
RKEC,3.35,-8.72,73.5,-13.26,20260817
RKFORGE,0.43,30.8,49.7,23.6,20260817
RKSWAMY,0.79,-2.57,70.5,-3.89,20260817
RMC,0.51,-8.38,39.2,,20260817
RML,0.28,-9.84,42.3,-2.88,20260817
RNBDENIMS,2.3,-10.03,70.9,-13.25,20260817
ROHLTD,1.83,-1.24,58.7,-4.34,20260817
ROLEXRINGS,0.34,18.17,26.6,21.6,20260817
ROML,0.66,-0.56,68.9,-2.56,20260817
ROSSARI,0.44,-5.61,55.4,-4.05,20260817
ROSSELLIND,0.55,-2.49,65.5,-1.85,20260817
ROSSTECH,1.87,11.85,39.5,10.09,20260817
ROTO,0.49,1.46,42.7,-2.74,20260817
ROUTE,0.1,-7.76,42.4,-5.97,20260817
RPEL,0.59,12.49,48.8,13.78,20260817
RPGLIFE,0.74,-3.41,47.8,6.14,20260817
RPOWER,1.23,-4.83,43.3,-8.68,20260817
RPPINFRA,2.86,-5.54,87.9,-6.49,20260817
RPSGVENT,0.51,2.48,59.3,-0.67,20260817
RPTECH,0.49,17.41,52.9,14.46,20260817
RRIL,0.91,4.75,79.5,-2.23,20260817
RRKABEL,0.44,17.11,48.6,13.0,20260817
RSL,0.38,30.81,45.9,21.0,20260817
RSSOFTWARE,1.07,,80.1,2.73,20260817
RSYSTEMS,0.24,-2.18,54.7,-3.27,20260817
RTNINDIA,0.69,-2.34,60.9,-7.69,20260817
RTNPOWER,0.86,-2.77,42.7,-6.29,20260817
RUBFILA,0.4,-6.66,74.5,-6.74,20260817
RUBICON,8.76,29.53,47.6,24.43,20260817
RUCHINFRA,0.39,4.34,76.9,-3.17,20260817
RUCHIRA,0.59,0.83,61.9,-5.4,20260817
RUDRA,3.74,,53.7,30.13,20260817
RUPA,0.87,-8.57,57.5,-8.06,20260817
RUSHIL,0.27,11.52,53.1,0.06,20260817
RUSTOMJEE,0.06,-6.75,59.0,-6.44,20260817
RVHL,1.47,-5.03,84.0,-4.61,20260817
RVNL,0.52,3.7,28.5,-1.34,20260817
RVTH,2.45,4.23,83.6,4.2,20260817
S&SPOWER,2.15,-8.07,72.4,-10.71,20260817
SAATVIKGL,5.75,-10.94,36.5,-10.47,20260817
SADBHAV,0.59,4.12,74.4,-5.38,20260817
SAFARI,0.5,-5.25,57.6,-5.43,20260817
SAGARDEEP,0.42,2.03,73.4,-2.63,20260817
SAGCEM,0.76,-1.34,63.7,-3.76,20260817
SAGILITY,0.31,5.68,44.8,2.09,20260817
SAHLIBHFI,1.28,-4.65,90.7,-7.36,20260817
SAHYADRI,4.16,40.05,61.4,31.14,20260817
SAIL,0.63,8.86,41.3,1.33,20260817
SAILIFE,0.61,12.15,48.3,10.63,20260817
SAIPARENT,0.72,-0.52,55.3,-3.2,20260817
SAKAR,0.72,3.71,46.5,6.11,20260817
SAKHTISUG,2.87,6.66,52.4,2.38,20260817
SAKSOFT,0.26,-6.54,41.8,0.06,20260817
SAKUMA,0.8,,69.5,-2.44,20260817
SALASAR,1.6,2.61,50.4,-2.57,20260817
SALONA,0.18,4.43,75.8,2.0,20260817
SALSTEEL,1.91,,43.3,,20260817
SALZERELEC,0.51,-1.89,60.2,-6.48,20260817
SAMBHAAV,0.27,6.53,74.7,-0.63,20260817
SAMBHV,0.52,2.16,47.8,4.15,20260817
SAMHI,0.93,-3.22,61.3,-7.2,20260817
SAMMAANCAP,1.11,-3.34,52.2,-8.31,20260817
SAMPANN,0.47,-3.23,78.2,-4.36,20260817
SANATHAN,0.5,5.93,51.0,2.3,20260817
SANDESH,0.23,13.97,55.0,8.62,20260817
SANDHAR,0.4,5.42,39.9,-3.89,20260817
SANDUMA,0.67,3.77,50.0,-2.56,20260817
SANGAMIND,0.38,-2.94,56.6,2.66,20260817
SANGHVIMOV,0.53,20.46,45.5,15.09,20260817
SANOFI,0.67,-3.47,62.5,-4.32,20260817
SANOFICONR,0.22,-1.52,60.4,-5.41,20260817
SANSERA,0.62,25.82,41.7,22.39,20260817
SANSTAR,0.76,0.94,54.5,-4.63,20260817
SAPPHIRE,0.18,32.18,28.7,23.27,20260817
SAPPL,6.73,1.07,74.7,1.61,20260817
SARDAEN,0.28,8.26,35.1,2.25,20260817
SAREGAMA,0.81,9.68,46.6,6.09,20260817
SARLAPOLY,0.64,6.44,71.0,1.16,20260817
SARVESHWAR,0.76,,76.4,2.64,20260817
SASKEN,0.4,-0.01,57.1,-6.5,20260817
SATIA,1.32,-1.29,61.0,2.24,20260817
SATIN,0.77,-11.29,55.2,-6.15,20260817
SAURASHCEM,0.12,-3.35,68.2,0.03,20260817
SAYAJIHOTL,0.02,6.2,99.4,3.39,20260817
SBC,0.64,-5.47,34.0,-5.35,20260817
SBCL,0.17,44.6,36.9,31.21,20260817
SBFC,0.53,2.78,70.0,1.86,20260817
SBGLP,1.32,4.69,79.3,-1.46,20260817
SBICARD,0.48,2.33,56.0,2.62,20260817
SBIFUNDS,0.33,,63.0,,20260817
SBILIFE,0.28,1.03,60.4,-1.44,20260817
SBIN,0.64,5.68,51.0,2.4,20260817
SCHAEFFLER,1.0,0.28,65.3,-2.15,20260817
SCHAND,0.88,-4.97,55.9,-6.1,20260817
SCHNEIDER,5.8,-5.87,45.3,-9.36,20260817
SCI,0.51,1.36,40.2,-2.69,20260817
SCILAL,0.59,-1.56,69.4,-6.34,20260817
SCODATUBES,1.01,-7.41,58.7,-8.68,20260817
SCPL,0.33,42.55,43.6,25.28,20260817
SDBL,0.28,14.01,41.7,2.16,20260817
SEAMECLTD,2.07,12.71,66.6,6.7,20260817
SECMARK,0.13,3.01,77.8,1.28,20260817
SECURKLOUD,0.72,0.43,80.7,-3.86,20260817
SEDEMAC,0.83,22.02,44.2,16.72,20260817
SEIL,0.87,5.92,64.7,1.06,20260817
SEJALLTD,0.34,,65.2,22.35,20260817
SELMC,0.36,-3.37,86.9,-4.99,20260817
SEMAC,0.7,,,12.97,20260817
SENCO,0.38,-3.78,38.0,-5.33,20260817
SENORES,1.22,9.16,44.7,14.76,20260817
SEPC,0.82,-1.95,43.2,-8.74,20260817
SERVOTECH,0.32,-12.07,54.2,-13.45,20260817
SESHAPAPER,0.12,7.83,58.4,0.08,20260817
SETL,2.84,9.86,57.2,22.66,20260817
SFL,0.46,-8.58,43.6,-8.27,20260817
SGFIN,0.31,5.0,54.0,2.79,20260817
SGIL,1.91,-5.27,67.3,-5.93,20260817
SGL,0.27,-1.85,67.2,-1.98,20260817
SGMART,0.67,21.08,45.0,15.7,20260817
SHADOWFAX,0.39,29.55,51.3,14.57,20260817
SHAH,0.19,-9.43,53.5,-8.41,20260817
SHAHALLOYS,3.37,7.73,71.0,7.38,20260817
SHAILY,0.3,27.97,39.8,14.16,20260817
SHAKTIPUMP,0.9,-5.78,55.1,-7.46,20260817
SHALBY,0.6,-5.24,64.2,-8.01,20260817
SHANKARA,0.39,4.41,73.4,14.08,20260817
SHANTI,1.23,-5.76,70.6,-5.1,20260817
SHANTIGEAR,0.51,-6.58,65.2,-8.38,20260817
SHANTIGOLD,3.08,27.95,40.9,20.78,20260817
SHARDACROP,0.4,-10.42,52.3,-9.71,20260817
SHARDAMOTR,0.32,7.48,48.0,6.2,20260817
SHAREINDIA,0.43,4.92,51.0,8.79,20260817
SHBAJRG,0.58,3.26,82.2,-4.07,20260817
SHILCTECH,0.64,-10.74,49.0,-11.18,20260817
SHILPAMED,0.24,29.65,41.5,28.72,20260817
SHINDL,0.46,3.42,45.4,3.19,20260817
SHIVAMILLS,0.3,,75.4,6.11,20260817
SHIVATEX,0.31,12.64,81.2,5.58,20260817
SHIVAUM,0.06,11.6,74.7,10.06,20260817
SHK,0.26,29.93,51.0,14.7,20260817
SHOPERSTOP,0.51,10.42,50.6,13.68,20260817
SHRADHA,0.39,-0.19,61.2,-0.47,20260817
SHREDIGCEM,0.62,-1.18,63.0,-4.23,20260817
SHREECEM,0.88,-6.36,51.0,-5.09,20260817
SHREEJISPG,3.27,3.8,39.8,6.75,20260817
SHREEPUSHK,0.83,-2.25,56.5,-5.11,20260817
SHREERAMA,2.46,12.0,61.2,10.96,20260817
SHREYANIND,0.98,-3.05,68.4,-5.96,20260817
SHRIKRISH,2.57,0.47,87.4,-3.17,20260817
SHRINGARMS,0.67,3.31,34.0,2.51,20260817
SHRIPISTON,0.84,8.5,52.8,7.53,20260817
SHRIRAMFIN,0.37,12.3,59.0,8.03,20260817
SHRIRAMPPS,1.67,-9.64,61.4,-11.9,20260817
SHYAMMETL,0.94,-2.38,35.1,-0.59,20260817
SHYAMTEL,0.12,,,49.46,20260817
SICAGEN,0.58,9.93,57.8,4.59,20260817
SIEMENS,0.5,10.57,31.7,6.76,20260817
SIGACHI,0.39,,,29.29,20260817
SIGIND,0.57,57.01,68.2,38.02,20260817
SIGMA,0.09,25.49,53.9,9.93,20260817
SIGMAADV,0.4,13.02,,115.45,20260817
SIGNATURE,0.72,4.27,5.3,1.14,20260817
SIGNPOST,0.2,-15.02,55.0,-5.83,20260817
SIKA,2.92,-7.14,46.9,-3.81,20260817
SIL,1.45,29.66,67.3,23.34,20260817
SILGO,1.16,-4.81,18.7,-6.47,20260817
SILINV,2.11,7.29,73.9,6.14,20260817
SILLYMONKS,0.72,4.2,69.6,-4.76,20260817
SILVERTUC,1.16,3.44,39.6,1.87,20260817
SIMPLEXINF,0.7,0.21,61.3,-1.26,20260817
SINCLAIR,0.35,1.89,60.6,-1.43,20260817
SINDHUTRAD,1.07,-1.11,64.5,-4.92,20260817
SINGERIND,0.5,24.26,62.0,15.87,20260817
SINTERCOM,0.11,5.85,78.7,4.66,20260817
SIRCA,1.25,14.49,40.0,6.61,20260817
SIS,1.36,-2.64,65.2,-3.15,20260817
SIYSIL,2.59,3.11,57.1,0.73,20260817
SJS,1.38,21.27,57.8,12.06,20260817
SJVN,0.89,-2.21,56.8,-5.39,20260817
SKFINDIA,2.75,13.17,47.2,5.46,20260817
SKFINDUS,5.13,3.8,62.9,0.71,20260817
SKIPPER,0.65,-2.13,40.6,-1.77,20260817
SKMEGGPROD,0.24,-18.9,45.0,-6.9,20260817
SKYGOLD,0.45,27.5,35.5,26.61,20260817
SMARTWORKS,0.82,9.47,69.9,4.31,20260817
SMCGLOBAL,0.7,1.46,66.3,6.52,20260817
SMLMAH,1.2,32.71,28.0,21.93,20260817
SMLT,1.16,8.29,68.8,1.68,20260817
SMSPHARMA,0.7,-4.72,58.0,-6.85,20260817
SNOWMAN,0.59,5.81,57.4,2.33,20260817
SOBHA,0.57,-8.75,55.1,-5.25,20260817
SOFTTECH,0.87,,84.3,47.56,20260817
SOLARA,0.29,-9.16,52.6,-7.42,20260817
SOLARINDS,1.19,11.47,28.8,9.05,20260817
SOLARWORLD,2.98,-24.9,60.2,-18.56,20260817
SOLEX,4.25,-17.93,52.7,-21.11,20260817
SOMANYCERA,0.89,2.03,48.5,1.25,20260817
SOMATEX,2.13,-12.32,73.8,-7.3,20260817
SOMICONVEY,1.13,-13.09,64.6,-14.87,20260817
SONACOMS,0.77,20.58,50.0,16.76,20260817
SONAL,0.13,3.47,79.0,-1.46,20260817
SONAMLTD,1.77,1.65,62.9,5.3,20260817
SONATSOFTW,0.19,6.71,31.4,7.62,20260817
SOTL,0.17,22.14,43.0,14.62,20260817
SOUTHBANK,0.55,2.4,44.2,-2.29,20260817
SOUTHWEST,0.46,4.14,56.6,-3.04,20260817
SPAL,0.73,-7.67,45.9,-7.48,20260817
SPANDANA,0.32,-15.11,53.4,-7.68,20260817
SPARC,0.48,-18.43,50.8,-13.07,20260817
SPCENET,2.39,-0.46,75.0,-0.55,20260817
SPENCERS,0.69,-8.22,53.2,-9.88,20260817
SPIC,2.01,3.31,60.4,-1.15,20260817
SPLIL,0.24,-5.66,76.9,-0.32,20260817
SPLPETRO,0.29,5.65,46.7,0.66,20260817
SPMLINFRA,1.97,-2.04,46.6,0.96,20260817
SPORTKING,0.4,6.75,52.4,7.05,20260817
SRD,1.21,7.6,79.2,4.85,20260817
SREEL,3.84,26.38,73.2,21.38,20260817
SRF,0.29,-6.69,50.4,-3.51,20260817
SRGHFL,0.04,-10.51,78.4,-9.3,20260817
SRHHYPOLTD,1.16,3.64,69.4,0.71,20260817
SRM,1.11,-2.17,55.2,-5.74,20260817
SRTL,1.02,-2.55,57.0,-3.14,20260817
SSDL,0.68,16.54,56.0,9.86,20260817
SSWL,0.45,19.37,50.1,16.36,20260817
STANLEY,2.04,-10.98,47.8,-9.31,20260817
STAR,0.59,-3.15,50.0,-6.39,20260817
STARCEMENT,1.61,-1.1,60.9,-3.59,20260817
STARHEALTH,1.15,-0.32,59.9,1.35,20260817
STARPAPER,0.19,5.88,70.4,1.79,20260817
STARTECK,1.0,-1.04,2.0,-3.83,20260817
STCINDIA,0.38,-0.6,47.6,-4.67,20260817
STEELCAS,0.6,18.9,56.5,13.65,20260817
STEELCITY,0.24,7.83,65.9,4.53,20260817
STEELXIND,0.72,-6.68,61.2,-8.16,20260817
STEL,1.73,8.81,76.8,4.71,20260817
STLNETWORK,0.15,,58.0,6.28,20260817
STOVEKRAFT,0.27,-0.97,51.8,-0.7,20260817
STUDDS,3.78,0.97,56.0,-2.85,20260817
STYL,0.37,2.32,50.3,14.93,20260817
STYLAMIND,0.34,13.01,53.8,7.43,20260817
STYLEBAAZA,0.32,,73.1,14.15,20260817
STYRENIX,0.36,0.8,57.5,-5.3,20260817
SUBEXLTD,0.54,,,58.72,20260817
SUBROS,0.49,-2.7,53.8,-3.83,20260817
SUDARCOLOR,0.19,13.02,67.4,10.19,20260817
SUDARSCHEM,1.4,5.05,49.1,11.04,20260817
SUDEEPPHRM,0.2,27.47,40.5,26.42,20260817
SUKHJITS,0.31,-2.04,69.1,-6.13,20260817
SULA,0.47,2.61,60.3,-3.72,20260817
SUMEETINDS,1.19,-54.9,63.5,-46.2,20260817
SUMICHEM,0.83,6.33,46.9,12.57,20260817
SUMIT,0.54,,46.4,14.51,20260817
SUMMITSEC,0.26,-1.79,58.5,-4.23,20260817
SUNCLAY,0.89,-4.39,59.1,-2.41,20260817
SUNDARAM,1.2,-8.25,82.1,-11.72,20260817
SUNDARMFIN,0.75,4.55,65.6,0.55,20260817
SUNDRMFAST,0.63,27.96,49.9,25.98,20260817
SUNDROP,0.58,4.16,67.5,-0.93,20260817
SUNFLAG,0.44,4.97,51.0,1.85,20260817
SUNPHARMA,0.79,-0.72,67.1,-1.15,20260817
SUNTECK,0.25,-1.08,52.8,-2.97,20260817
SUNTV,1.33,0.3,44.0,-2.89,20260817
SUPERHOUSE,0.34,12.15,63.7,6.81,20260817
SUPRAJIT,0.53,9.57,60.9,6.55,20260817
SUPREME,0.78,-10.98,59.8,-11.04,20260817
SUPREMEIND,1.71,4.68,39.9,4.76,20260817
SUPREMEINF,0.21,15.2,46.7,10.57,20260817
SUPRIYA,1.21,-5.06,41.9,-12.27,20260817
SURAJEST,2.46,8.68,79.3,6.2,20260817
SURAJLTD,2.49,-0.96,65.7,-3.59,20260817
SURAKSHA,0.93,21.45,44.4,16.17,20260817
SURANASOL,0.27,-0.16,70.1,-3.74,20260817
SURANAT&P,2.15,-8.08,66.3,-11.43,20260817
SURYALA,0.16,-11.5,85.2,-13.48,20260817
SURYALAXMI,0.34,1.94,79.3,-1.82,20260817
SURYAROSNI,0.72,-8.15,49.5,-11.02,20260817
SURYODAY,0.12,-14.2,49.6,-11.18,20260817
SUVEN,1.92,0.4,36.4,9.13,20260817
SUVIDHAA,2.01,0.8,82.7,-4.23,20260817
SUYOG,0.77,-2.36,57.7,-1.92,20260817
SUZLON,1.19,-2.94,44.4,-7.6,20260817
SVPGLOB,0.47,,,9.94,20260817
SWANCORP,1.17,0.12,49.7,-2.75,20260817
SWARAJENG,0.99,0.01,70.1,-3.06,20260817
SWELECTES,2.18,2.66,58.0,-0.44,20260817
SWIGGY,0.19,4.91,33.6,5.43,20260817
SWSOLAR,0.87,-5.0,46.5,-7.36,20260817
SYMPHONY,0.34,-8.68,58.3,-8.82,20260817
SYNCOMF,0.73,13.86,34.1,9.42,20260817
SYNGENE,0.17,-1.14,59.6,-4.72,20260817
SYRMA,0.6,5.86,37.6,6.76,20260817
TAALTECH,0.28,9.53,73.6,11.91,20260817
TAINWALCHM,1.75,-2.52,64.1,2.42,20260817
TAJGVK,0.6,-3.01,58.5,-3.34,20260817
TAKE,1.21,,87.4,,20260817
TALBROAUTO,0.89,8.86,43.9,6.29,20260817
TANLA,0.15,0.25,47.7,2.42,20260817
TARACHAND,0.4,-13.49,64.9,-14.31,20260817
TARAPUR,0.65,-18.67,67.0,-17.93,20260817
TARC,0.6,7.92,53.0,-2.01,20260817
TARIL,0.39,-8.37,47.1,-7.19,20260817
TARMAT,0.54,18.6,56.8,9.27,20260817
TARSONS,1.79,23.47,20.6,26.29,20260817
TASTYBITE,1.91,15.17,47.3,13.43,20260817
TATACAP,0.27,5.6,58.9,1.64,20260817
TATACHEM,0.41,-1.82,40.5,-5.37,20260817
TATACOMM,0.75,-4.19,51.2,-7.86,20260817
TATACONSUM,0.58,1.31,56.3,-2.42,20260817
TATAELXSI,0.41,9.05,41.1,-0.72,20260817
TATAINVEST,0.7,1.08,40.1,-2.17,20260817
TATAPOWER,0.78,3.94,50.1,-0.77,20260817
TATASTEEL,0.77,3.04,52.7,-2.24,20260817
TATATECH,0.32,12.71,39.2,11.11,20260817
TATVA,0.35,21.64,46.1,16.74,20260817
TBOTEK,0.85,19.72,46.3,14.38,20260817
TBZ,0.28,-2.05,36.5,6.35,20260817
TCC,0.64,-9.73,60.9,-17.05,20260817
TCI,0.44,0.09,60.3,-2.56,20260817
TCIEXP,0.41,1.04,60.1,4.05,20260817
TCPLPACK,0.25,26.42,25.6,29.44,20260817
TCS,0.62,7.87,44.1,3.96,20260817
TDPOWERSYS,1.34,40.18,35.6,28.77,20260817
TEAMGTY,0.05,1.13,79.8,-2.38,20260817
TEAMLEASE,0.27,-9.2,61.9,-8.82,20260817
TECHM,0.52,9.37,66.1,5.81,20260817
TECHNOE,1.35,-4.4,52.0,-7.28,20260817
TECHNVISN,0.36,53.38,67.4,9.77,20260817
TECILCHEM,0.11,-12.82,78.8,-16.43,20260817
TEGA,0.98,8.82,49.9,4.96,20260817
TEJASNET,0.57,-1.71,30.6,-5.81,20260817
TEMBO,0.64,-86.26,32.4,6.1,20260817
TENNIND,0.55,1.08,56.6,-3.3,20260817
TERASOFT,0.73,-13.17,58.2,-16.31,20260817
TEXINFRA,0.78,-2.61,74.2,-2.05,20260817
TEXMOPIPES,0.74,6.26,65.6,2.82,20260817
TEXRAIL,0.73,-5.87,48.3,-3.28,20260817
TFCILTD,2.17,46.37,45.3,36.43,20260817
TFL,0.72,4.93,57.4,-2.07,20260817
TGBHOTELS,0.3,9.01,81.9,1.66,20260817
THAKDEV,6.57,11.63,63.6,12.97,20260817
THANGAMAYL,0.27,-13.55,56.3,-9.31,20260817
THEINVEST,1.76,4.62,80.8,1.19,20260817
THEJO,0.37,14.1,71.4,12.04,20260817
THELEELA,1.43,6.43,63.7,4.63,20260817
THEMISMED,0.64,-4.64,47.2,-5.55,20260817
THERMAX,1.0,-6.83,52.8,-8.98,20260817
THOMASCOOK,0.38,2.31,46.1,-2.22,20260817
THOMASCOTT,2.72,-2.75,44.6,-2.43,20260817
THYROCARE,0.19,20.1,50.3,10.49,20260817
TI,0.71,33.48,47.9,26.19,20260817
TIGERLOGS,2.99,,,-10.92,20260817
TIIL,1.58,28.99,32.0,19.59,20260817
TIINDIA,1.01,-3.75,44.6,-7.2,20260817
TIJARIA,1.4,35.55,76.7,19.61,20260817
TIMETECHNO,0.76,-2.14,34.7,-0.53,20260817
TIMEX,0.61,2.17,48.2,2.19,20260817
TIMKEN,0.33,7.51,56.6,-1.54,20260817
TINNARUBR,0.42,7.33,50.2,2.85,20260817
TIPSFILMS,0.31,7.22,45.6,-2.6,20260817
TIPSMUSIC,0.18,0.11,55.7,-1.69,20260817
TIRUMALCHM,1.24,-4.05,62.0,-8.58,20260817
TITAGARH,1.24,-3.49,42.4,-4.25,20260817
TITAN,0.57,12.34,54.7,10.0,20260817
TMB,0.14,8.56,55.7,5.05,20260817
TMCV,0.61,16.79,46.8,11.78,20260817
TMPV,0.82,2.29,41.2,-5.19,20260817
TNPETRO,1.47,23.29,39.4,18.84,20260817
TNPL,0.29,-0.27,52.1,-4.31,20260817
TNTELE,0.69,1.23,75.3,-1.43,20260817
TOKYOPLAST,0.0,,87.8,3.98,20260817
TOLINS,0.74,-3.42,68.6,-6.04,20260817
TORNTPHARM,0.57,1.01,62.6,2.35,20260817
TORNTPOWER,0.49,-4.82,53.4,-6.3,20260817
TOTAL,0.27,21.88,64.8,20.46,20260817
TOUCHWOOD,2.39,-6.38,52.6,-8.59,20260817
TPHQ,3.11,34.59,62.8,26.09,20260817
TPLPLASTEH,1.11,-2.57,29.5,1.98,20260817
TRACXN,1.28,-0.33,67.6,-4.09,20260817
TRANSRAILL,0.66,-5.16,56.3,-6.07,20260817
TRAVELFOOD,0.77,7.21,51.3,3.13,20260817
TREEHOUSE,2.51,-1.43,81.7,-9.33,20260817
TREJHARA,0.24,20.87,71.9,14.02,20260817
TREL,1.0,9.97,70.6,2.04,20260817
TRENT,0.64,5.77,49.5,-1.99,20260817
TRF,0.29,-5.83,65.5,-1.79,20260817
TRIDENT,0.42,-0.15,51.8,-2.58,20260817
TRIGYN,0.66,0.87,50.1,1.8,20260817
TRITURBINE,0.56,-1.67,40.1,-6.34,20260817
TRIVENI,2.53,-37.91,49.3,-27.58,20260817
TRU,1.4,-7.63,82.1,-12.33,20260817
TRUALT,0.5,16.7,58.7,4.11,20260817
TSFINV,0.99,-8.74,64.2,-3.45,20260817
TTKHLTCARE,0.7,17.94,54.7,15.95,20260817
TTKPRESTIG,0.05,-9.86,44.4,-3.11,20260817
TTL,1.44,-3.62,62.7,-6.25,20260817
TTML,0.35,-3.47,43.6,-7.76,20260817
TURTLEMINT,11.94,11.77,35.3,,20260817
TVSELECT,0.54,-9.25,43.5,-7.54,20260817
TVSHLTD,0.26,3.19,56.0,-0.1,20260817
TVSMOTOR,0.41,25.85,60.7,15.6,20260817
TVSSCS,1.09,-9.58,44.3,-9.25,20260817
TVSSRICHAK,5.01,18.9,30.3,19.26,20260817
TVTODAY,1.48,-8.24,72.7,-4.97,20260817
UBL,0.25,4.19,54.4,-0.01,20260817
UCAL,10.2,27.05,51.9,31.5,20260817
UCOBANK,0.45,2.81,47.2,-1.32,20260817
UDS,0.74,12.03,51.8,8.84,20260817
UEL,0.18,78.16,93.4,43.6,20260817
UFLEX,3.77,36.05,47.7,29.67,20260817
UFO,0.53,0.13,61.9,-4.99,20260817
UGARSUGAR,3.36,34.21,46.6,26.01,20260817
UGROCAP,0.32,-0.85,59.6,-3.52,20260817
UJJIVANSFB,0.36,12.81,50.4,13.29,20260817
ULTRACEMCO,0.69,2.01,54.4,0.5,20260817
ULTRAMAR,0.4,5.23,59.3,2.89,20260817
UMESLTD,1.24,11.24,81.4,9.85,20260817
UMIYA-MRO,0.45,3.14,86.0,-0.45,20260817
UNICHEMLAB,0.44,-7.41,23.7,7.27,20260817
UNIECOM,0.69,1.63,48.9,-2.55,20260817
UNIENTER,0.17,-9.36,77.8,-7.14,20260817
