symbol,close_now,high_52w,low_52w,prox_52w_high,prox_52w_low,dma_20,dma_50,dma_200,vs_dma_20,vs_dma_50,vs_dma_200,trend_signal,vol_20d_avg,rsi,rsi_signal,macd_line,macd_signal,macd_hist,macd_cross,atr_14,atr_pct,bb_upper,bb_lower,bb_mid,bb_pct,bb_width,bb_signal,bb_squeeze,obv_signal,adx,adx_plus_di,adx_minus_di,adx_strength,adx_direction,as_of_date
ROLEXRINGS,179.46,181.8,99.79,-1.29,79.84,151.69,147.58,133.13,18.31,21.6,34.8,STRONG_UPTREND,7349299.0,72.94,OVERBOUGHT,8.5808,4.6464,3.9343,BULLISH,7.3145,4.08,183.99,119.39,151.69,92.99,42.58,NEAR_UPPER,False,ACCUMULATING,34.85,35.37,7.09,STRONG_TREND,BULLISH,2026-08-17
ROML,44.09,62.0,35.11,-28.89,25.58,44.72,45.25,45.91,-1.41,-2.56,-3.96,DOWNTREND,1917.0,43.68,BEARISH,-0.173,-0.1744,0.0014,BULLISH,1.3826,3.14,45.4,44.03,44.72,4.27,3.06,NEAR_LOWER,False,ACCUMULATING,17.41,13.62,8.69,RANGING,BULLISH,2026-08-17
ROSSARI,496.15,690.3,375.0,-28.13,32.31,506.72,517.1,521.44,-2.09,-4.05,-4.85,DOWNTREND,76493.0,41.94,BEARISH,-4.3713,-3.2155,-1.1558,BEARISH,14.7893,2.98,526.39,487.05,506.72,23.13,7.76,MID_BAND,False,ACCUMULATING,9.91,19.07,19.68,RANGING,BEARISH,2026-08-17
ROSSELLIND,56.17,69.5,40.0,-19.18,40.43,57.77,57.23,52.15,-2.77,-1.85,7.71,CONSOLIDATING,27949.0,44.76,BEARISH,-0.5033,-0.2098,-0.2935,BEARISH,2.6458,4.71,61.08,54.46,57.77,25.8,11.45,SQUEEZE,True,DISTRIBUTING,20.64,10.78,14.87,MODERATE_TREND,BEARISH,2026-08-17
ROSSTECH,1108.9,1148.0,551.9,-3.41,100.92,1026.47,1007.23,822.6,8.03,10.09,34.8,STRONG_UPTREND,316015.0,62.06,BULLISH,27.517,20.5545,6.9626,BULLISH,54.9922,4.96,1155.48,897.45,1026.46,81.95,25.14,MID_BAND,False,ACCUMULATING,24.88,26.99,11.02,MODERATE_TREND,BULLISH,2026-08-17
ROTO,65.68,85.53,47.5,-23.21,38.27,67.46,67.53,61.7,-2.64,-2.74,6.45,CONSOLIDATING,538905.0,45.28,NEUTRAL,-0.2806,-0.0102,-0.2703,BEARISH,2.6494,4.03,69.99,64.94,67.46,14.71,7.49,MID_BAND,False,DISTRIBUTING,15.71,18.93,16.91,RANGING,BULLISH,2026-08-17
ROUTE,508.6,890.4,410.7,-42.88,23.84,540.91,540.88,564.55,-5.97,-5.97,-9.91,DOWNTREND,1984410.0,37.32,BEARISH,-9.8485,-5.3004,-4.5481,BEARISH,17.3158,3.4,587.89,493.93,540.91,15.62,17.37,MID_BAND,False,ACCUMULATING,23.58,19.06,22.07,MODERATE_TREND,BEARISH,2026-08-17
RPEL,1430.1,1473.0,561.3,-2.91,154.78,1296.94,1256.87,924.52,10.27,13.78,54.69,STRONG_UPTREND,65486.0,68.56,BULLISH,39.6927,26.2283,13.4643,BULLISH,53.0099,3.71,1411.75,1182.13,1296.94,107.99,17.7,NEAR_UPPER,False,ACCUMULATING,32.46,34.68,10.39,STRONG_TREND,BULLISH,2026-08-17
RPGLIFE,2741.3,3082.0,1733.0,-11.05,58.18,2792.72,2582.64,2240.27,-1.84,6.14,22.36,UPTREND,19834.0,52.11,NEUTRAL,19.5001,37.7702,-18.2701,BEARISH,118.3059,4.32,3033.9,2551.53,2792.72,39.34,17.27,MID_BAND,False,DISTRIBUTING,29.39,23.19,13.55,MODERATE_TREND,BULLISH,2026-08-17
RPOWER,22.72,50.73,20.17,-55.21,12.64,23.7,24.88,28.5,-4.14,-8.68,-20.28,DOWNTREND,18309264.0,32.54,BEARISH,-0.4723,-0.4357,-0.0366,BEARISH,0.703,3.09,24.63,22.78,23.7,-3.21,7.79,NEAR_LOWER,False,ACCUMULATING,10.11,19.74,28.02,RANGING,BEARISH,2026-08-17
RPPINFRA,58.35,169.9,55.04,-65.66,6.01,60.38,62.4,79.05,-3.36,-6.49,-26.19,DOWNTREND,337742.0,39.33,BEARISH,-1.2936,-1.3216,0.028,BULLISH,2.797,4.79,63.84,56.93,60.38,20.58,11.44,MID_BAND,False,ACCUMULATING,13.1,19.28,14.95,RANGING,BULLISH,2026-08-17
RPSGVENT,887.25,1179.0,551.9,-24.75,60.76,915.55,893.19,819.81,-3.09,-0.67,8.23,CONSOLIDATING,31758.0,43.85,BEARISH,-0.7087,5.3528,-6.0615,BEARISH,33.1941,3.74,962.61,868.5,915.55,19.93,10.28,MID_BAND,False,ACCUMULATING,30.53,25.98,15.56,STRONG_TREND,BULLISH,2026-08-17
RPTECH,871.85,967.7,276.55,-9.9,215.26,833.58,761.74,485.34,4.59,14.46,79.64,STRONG_UPTREND,574154.0,58.69,BULLISH,33.9559,38.329,-4.3731,BEARISH,41.5873,4.77,941.32,725.84,833.58,67.76,25.85,MID_BAND,False,ACCUMULATING,34.54,23.81,17.87,STRONG_TREND,BULLISH,2026-08-17
RRIL,17.54,21.5,15.25,-18.42,15.02,17.18,17.94,,2.1,-2.23,,INSUFFICIENT_DATA,20627.0,51.61,NEUTRAL,-0.1758,-0.2068,0.031,BULLISH_CROSS,1.0544,6.01,18.13,16.23,17.18,69.09,11.04,MID_BAND,False,DISTRIBUTING,21.24,17.4,11.1,MODERATE_TREND,BULLISH,2026-08-17
RRKABEL,2748.6,2848.0,1165.0,-3.49,135.93,2639.67,2432.33,1747.27,4.13,13.0,57.31,STRONG_UPTREND,735045.0,63.38,BULLISH,120.191,118.9712,1.2198,BULLISH,95.0084,3.46,2944.3,2335.04,2639.67,67.88,23.08,MID_BAND,False,ACCUMULATING,46.92,25.74,10.99,STRONG_TREND,BULLISH,2026-08-17
RSL,164.9,171.99,101.7,-4.12,62.14,146.67,136.28,,12.43,21.0,,INSUFFICIENT_DATA,858528.0,81.39,OVERBOUGHT,8.3116,6.2871,2.0245,BULLISH,6.1613,3.74,169.18,124.16,146.67,90.49,30.7,NEAR_UPPER,False,ACCUMULATING,59.58,32.46,5.37,STRONG_TREND,BULLISH,2026-08-17
RSSOFTWARE,31.59,75.25,21.93,-58.02,44.05,28.8,30.75,,9.69,2.73,,INSUFFICIENT_DATA,41340.0,53.53,NEUTRAL,1.1466,0.514,0.6326,BULLISH,1.8758,5.94,38.0,19.6,28.8,65.17,63.88,MID_BAND,False,ACCUMULATING,32.22,36.67,28.89,STRONG_TREND,BULLISH,2026-08-17
RSYSTEMS,240.2,485.0,213.52,-50.47,12.5,251.9,248.33,309.42,-4.64,-3.27,-22.37,DOWNTREND,376477.0,41.71,BEARISH,-2.1594,0.06,-2.2194,BEARISH,10.4058,4.33,272.94,230.85,251.9,22.21,16.71,MID_BAND,False,DISTRIBUTING,15.83,15.09,22.51,RANGING,BEARISH,2026-08-17
RTNINDIA,30.48,64.0,24.4,-52.37,24.92,31.49,33.02,35.11,-3.21,-7.69,-13.19,DOWNTREND,1101278.0,40.02,BEARISH,-0.6914,-0.603,-0.0884,BEARISH,0.9577,3.14,33.18,29.81,31.49,19.87,10.69,MID_BAND,False,DISTRIBUTING,16.4,14.69,23.73,RANGING,BEARISH,2026-08-17
RTNPOWER,8.35,12.84,7.52,-34.97,11.04,8.6,8.91,9.07,-2.91,-6.29,-7.94,DOWNTREND,11555669.0,33.83,BEARISH,-0.1265,-0.1161,-0.0104,BEARISH,0.2066,2.47,8.89,8.31,8.6,6.43,6.72,NEAR_LOWER,False,ACCUMULATING,10.93,20.02,23.13,RANGING,BEARISH,2026-08-17
RUBFILA,67.36,89.24,57.31,-24.52,17.54,71.47,72.23,71.65,-5.75,-6.74,-5.99,DOWNTREND,32070.0,37.27,BEARISH,-1.1941,-0.6473,-0.5467,BEARISH,3.0544,4.53,75.68,67.27,71.47,1.11,11.77,NEAR_LOWER,False,ACCUMULATING,13.71,16.6,19.66,RANGING,BEARISH,2026-08-17
RUBICON,1798.7,1808.0,570.75,-0.51,215.15,1563.06,1445.57,951.16,15.08,24.43,89.11,STRONG_UPTREND,396669.0,76.03,OVERBOUGHT,72.0341,59.3457,12.6884,BULLISH,72.9558,4.06,1717.2,1408.92,1563.06,126.44,19.72,NEAR_UPPER,False,ACCUMULATING,29.48,35.11,11.57,MODERATE_TREND,BULLISH,2026-08-17
RUCHINFRA,5.81,8.25,4.05,-29.58,43.46,5.87,6.0,6.12,-1.02,-3.17,-5.07,DOWNTREND,48930.0,46.91,NEUTRAL,-0.0389,-0.0523,0.0134,BULLISH,0.2732,4.7,6.08,5.67,5.87,34.82,6.96,MID_BAND,False,DISTRIBUTING,17.13,14.11,14.96,RANGING,BEARISH,2026-08-17
RUCHIRA,102.05,173.0,95.17,-41.01,7.23,107.79,107.87,113.87,-5.33,-5.4,-10.38,DOWNTREND,47380.0,37.25,BEARISH,-0.866,-0.1792,-0.6868,BEARISH,3.3181,3.25,113.73,101.85,107.79,1.72,11.02,NEAR_LOWER,False,DISTRIBUTING,23.3,16.32,30.59,MODERATE_TREND,BEARISH,2026-08-17
RUDRA,23.8,29.7,14.63,-19.87,62.68,19.72,18.29,,20.69,30.13,,INSUFFICIENT_DATA,594639.0,72.58,OVERBOUGHT,0.8192,0.3082,0.511,BULLISH,1.8609,7.82,24.64,14.8,19.72,91.43,49.94,NEAR_UPPER,False,ACCUMULATING,28.78,42.17,10.59,MODERATE_TREND,BULLISH,2026-08-17
RUPA,149.1,212.84,109.21,-29.95,36.53,160.88,162.17,153.64,-7.32,-8.06,-2.95,DOWNTREND,96454.0,30.79,BEARISH,-2.743,-1.0779,-1.6651,BEARISH,4.5467,3.05,170.61,151.15,160.88,-10.52,12.1,NEAR_LOWER,False,DISTRIBUTING,21.23,14.4,31.02,MODERATE_TREND,BEARISH,2026-08-17
RUSHIL,16.78,33.99,12.49,-50.63,34.35,17.44,16.77,18.44,-3.78,0.06,-9.0,DOWNTREND,1281364.0,46.98,NEUTRAL,0.163,0.2679,-0.1049,BEARISH,1.0199,6.08,18.51,16.38,17.44,18.96,12.21,SQUEEZE,True,ACCUMULATING,29.41,17.98,12.08,MODERATE_TREND,BULLISH,2026-08-17
RUSTOMJEE,375.1,662.75,358.8,-43.4,4.54,392.12,400.91,442.09,-4.34,-6.44,-15.15,DOWNTREND,478244.0,37.31,BEARISH,-9.9046,-7.5062,-2.3983,BEARISH,13.3925,3.57,423.62,360.62,392.12,22.99,16.07,MID_BAND,False,ACCUMULATING,11.52,14.96,17.28,RANGING,BEARISH,2026-08-17
RVHL,43.05,71.36,28.5,-39.67,51.05,44.54,45.13,,-3.35,-4.61,,INSUFFICIENT_DATA,7363.0,43.09,BEARISH,-0.4671,-0.1996,-0.2675,BEARISH,2.3298,5.41,46.75,42.34,44.54,16.11,9.89,MID_BAND,False,DISTRIBUTING,19.32,21.35,16.02,RANGING,BULLISH,2026-08-17
RVNL,228.5,400.7,220.16,-42.97,3.79,227.59,231.61,285.18,0.4,-1.34,-19.88,DOWNTREND,4437003.0,47.24,NEUTRAL,-0.8731,-1.3942,0.5211,BULLISH,5.0409,2.21,235.39,219.79,227.59,55.81,6.85,MID_BAND,False,ACCUMULATING,13.06,19.86,22.84,RANGING,BEARISH,2026-08-17
RVTH,747.7,1300.0,491.1,-42.48,52.25,713.31,717.55,679.77,4.82,4.2,9.99,STRONG_UPTREND,653.0,59.23,BULLISH,3.7057,0.4105,3.2952,BULLISH,33.5222,4.48,742.78,683.85,713.31,108.35,8.26,NEAR_UPPER,False,ACCUMULATING,18.42,26.48,12.44,RANGING,BULLISH,2026-08-17
S&SPOWER,297.7,468.9,193.5,-36.51,53.85,324.77,333.39,,-8.34,-10.71,,INSUFFICIENT_DATA,3694.0,37.33,BEARISH,-6.0165,-4.3985,-1.618,BEARISH,22.1096,7.43,348.95,300.6,324.77,-6.01,14.89,NEAR_LOWER,False,DISTRIBUTING,18.61,9.18,22.0,RANGING,BEARISH,2026-08-17
SAATVIKGL,402.65,567.0,328.0,-28.99,22.76,432.26,449.72,420.74,-6.85,-10.47,-4.3,DOWNTREND,104541.0,34.42,BEARISH,-7.8121,-6.8701,-0.942,BEARISH_CROSS,17.8719,4.44,453.56,410.95,432.26,-19.48,9.86,NEAR_LOWER,False,DISTRIBUTING,11.95,17.61,30.87,RANGING,BEARISH,2026-08-17
SADBHAV,8.26,15.48,6.3,-46.64,31.11,8.69,8.73,,-4.95,-5.38,,INSUFFICIENT_DATA,309280.0,42.03,BEARISH,-0.0057,0.0341,-0.0398,BEARISH,0.4588,5.55,9.86,7.52,8.69,31.51,26.95,MID_BAND,False,ACCUMULATING,15.84,25.43,25.73,RANGING,BEARISH,2026-08-17
SAFARI,1497.3,2507.1,1363.1,-40.28,9.85,1533.75,1583.22,1786.72,-2.38,-5.43,-16.2,DOWNTREND,44202.0,39.93,BEARISH,-28.9657,-26.0046,-2.9612,BEARISH,43.4502,2.9,1618.21,1449.3,1533.75,28.42,11.01,MID_BAND,False,DISTRIBUTING,18.02,12.18,17.44,RANGING,BEARISH,2026-08-17
SAGARDEEP,24.02,31.48,20.81,-23.7,15.43,24.53,24.67,24.89,-2.08,-2.63,-3.5,DOWNTREND,10552.0,44.1,BEARISH,-0.1176,-0.0417,-0.0759,BEARISH,1.2439,5.18,25.45,23.61,24.53,22.36,7.5,MID_BAND,False,DISTRIBUTING,21.5,12.02,13.28,MODERATE_TREND,BEARISH,2026-08-17
SAGCEM,169.01,299.4,148.7,-43.55,13.66,175.5,175.61,188.21,-3.7,-3.76,-10.2,DOWNTREND,46548.0,37.99,BEARISH,-1.4313,-1.0232,-0.4081,BEARISH,4.7221,2.79,183.21,167.8,175.5,7.87,8.78,NEAR_LOWER,False,DISTRIBUTING,7.72,16.02,20.18,RANGING,BEARISH,2026-08-17
SAGILITY,42.4,57.89,35.83,-26.76,18.34,43.1,41.53,44.65,-1.62,2.09,-5.04,DOWNTREND,28498941.0,48.2,NEUTRAL,0.3116,0.5594,-0.2478,BEARISH,1.3014,3.07,45.69,40.51,43.1,36.47,12.02,MID_BAND,False,ACCUMULATING,21.83,16.21,15.53,MODERATE_TREND,BULLISH,2026-08-17
SAHLIBHFI,72.0,86.89,70.05,-17.14,2.78,77.75,77.72,,-7.4,-7.36,,INSUFFICIENT_DATA,9178.0,37.42,BEARISH,-1.0188,-0.3292,-0.6895,BEARISH,4.1549,5.77,82.65,72.84,77.75,-8.52,12.63,NEAR_LOWER,False,DISTRIBUTING,17.68,14.17,22.32,RANGING,BEARISH,2026-08-17
SAHYADRI,388.15,401.1,200.1,-3.23,93.98,320.6,295.98,265.0,21.07,31.14,46.47,STRONG_UPTREND,36660.0,78.26,OVERBOUGHT,21.633,15.4738,6.1592,BULLISH,18.8307,4.85,383.28,257.92,320.6,103.89,39.1,NEAR_UPPER,False,ACCUMULATING,44.04,35.81,4.42,STRONG_TREND,BULLISH,2026-08-17
SAIL,173.6,209.7,118.1,-17.22,46.99,169.23,171.32,161.77,2.58,1.33,7.31,STRONG_UPTREND,17174909.0,54.4,NEUTRAL,0.6484,0.1412,0.5071,BULLISH,6.09,3.51,179.69,158.76,169.23,70.9,12.37,MID_BAND,False,ACCUMULATING,16.96,18.85,27.99,RANGING,BEARISH,2026-08-17
SAILIFE,1416.4,1475.0,783.85,-3.97,80.7,1353.53,1280.34,1041.27,4.64,10.63,36.03,STRONG_UPTREND,563826.0,62.23,BULLISH,51.9739,46.5762,5.3976,BULLISH,45.6698,3.22,1504.45,1202.61,1353.53,70.83,22.3,MID_BAND,False,ACCUMULATING,33.12,27.51,17.25,STRONG_TREND,BULLISH,2026-08-17
SAIPARENT,551.95,706.0,400.0,-21.82,37.99,551.07,570.18,,0.16,-3.2,,INSUFFICIENT_DATA,129871.0,48.28,NEUTRAL,-1.7315,-2.8981,1.1666,BULLISH,26.491,4.8,582.97,519.16,551.07,51.39,11.58,SQUEEZE,True,ACCUMULATING,22.7,16.25,29.15,MODERATE_TREND,BEARISH,2026-08-17
SAKAR,905.35,980.0,345.5,-7.62,162.04,883.49,853.19,594.9,2.47,6.11,52.19,STRONG_UPTREND,151890.0,53.8,NEUTRAL,19.7496,21.4245,-1.6749,BEARISH,52.0683,5.75,968.42,798.57,883.49,62.87,19.22,MID_BAND,False,ACCUMULATING,19.43,17.02,20.43,RANGING,BEARISH,2026-08-17
SAKHTISUG,17.63,24.75,13.52,-28.77,30.4,17.22,17.22,17.56,2.38,2.38,0.4,STRONG_UPTREND,108994.0,56.21,BULLISH,0.0368,0.0191,0.0177,BULLISH_CROSS,0.6669,3.78,17.83,16.61,17.22,83.38,7.13,MID_BAND,False,DISTRIBUTING,13.22,18.32,19.71,RANGING,BEARISH,2026-08-17
SAKSOFT,164.95,224.75,107.59,-26.61,53.31,168.64,164.85,162.77,-2.19,0.06,1.34,UPTREND,743268.0,46.64,NEUTRAL,-0.4876,0.6861,-1.1737,BEARISH,7.5094,4.55,178.43,158.85,168.64,31.17,11.61,SQUEEZE,True,DISTRIBUTING,17.74,20.49,20.2,RANGING,BULLISH,2026-08-17
SAKUMA,1.6,3.1,1.1,-48.39,45.45,1.71,1.64,,-6.43,-2.44,,INSUFFICIENT_DATA,1039182.0,42.81,BEARISH,-0.0219,-0.0099,-0.012,BEARISH,0.0868,5.42,2.01,1.41,1.71,31.16,35.01,SQUEEZE,True,DISTRIBUTING,20.37,20.72,27.82,MODERATE_TREND,BEARISH,2026-08-17
SALASAR,6.07,10.99,5.59,-44.77,8.59,5.9,6.23,7.57,2.88,-2.57,-19.82,DOWNTREND,3509776.0,54.54,NEUTRAL,-0.0769,-0.1178,0.0409,BULLISH,0.2042,3.36,6.04,5.76,5.9,109.24,4.81,NEAR_UPPER,False,DISTRIBUTING,32.95,33.1,16.95,STRONG_TREND,BULLISH,2026-08-17
SALONA,261.21,320.0,200.0,-18.37,30.6,249.8,256.1,264.23,4.57,2.0,-1.14,DOWNTREND,3610.0,58.52,BULLISH,-0.0944,-2.4951,2.4007,BULLISH,13.3604,5.11,264.18,235.42,249.8,89.66,11.51,MID_BAND,False,DISTRIBUTING,21.48,22.21,19.2,MODERATE_TREND,BULLISH,2026-08-17
SALSTEEL,71.87,73.9,16.85,-2.75,326.53,60.28,,,19.23,,,INSUFFICIENT_DATA,441968.0,77.34,OVERBOUGHT,6.0627,5.9236,0.1391,BULLISH_CROSS,4.4206,6.15,69.16,51.41,60.28,115.3,29.43,NEAR_UPPER,False,ACCUMULATING,66.19,35.3,5.97,STRONG_TREND,BULLISH,2026-08-17
SALZERELEC,570.3,952.5,488.8,-40.13,16.67,582.0,609.83,633.48,-2.01,-6.48,-9.97,DOWNTREND,64004.0,40.3,BEARISH,-9.3764,-8.9193,-0.4572,BEARISH,20.4513,3.59,614.76,549.23,582.0,32.15,11.26,MID_BAND,False,DISTRIBUTING,23.38,15.1,23.05,MODERATE_TREND,BEARISH,2026-08-17
SAMBHAAV,6.35,11.45,5.07,-44.54,25.25,6.38,6.39,,-0.47,-0.63,,INSUFFICIENT_DATA,31115.0,47.59,NEUTRAL,0.0467,0.0384,0.0083,BULLISH,0.4065,6.4,6.79,5.98,6.38,45.71,12.59,MID_BAND,False,DISTRIBUTING,14.02,18.31,19.57,RANGING,BEARISH,2026-08-17
SAMBHV,119.88,141.32,81.42,-15.17,47.24,118.85,115.1,104.97,0.87,4.15,14.2,STRONG_UPTREND,1665062.0,52.89,NEUTRAL,1.0226,1.275,-0.2524,BEARISH,4.6865,3.91,123.94,113.76,118.85,60.14,8.57,MID_BAND,False,ACCUMULATING,29.03,25.49,13.68,MODERATE_TREND,BULLISH,2026-08-17
SAMHI,159.41,222.0,127.0,-28.19,25.52,172.15,171.78,168.0,-7.4,-7.2,-5.11,DOWNTREND,1024551.0,36.49,BEARISH,-2.3826,-0.4369,-1.9457,BEARISH,5.9457,3.73,187.33,156.98,172.15,8.01,17.63,NEAR_LOWER,False,ACCUMULATING,22.08,15.52,33.41,MODERATE_TREND,BEARISH,2026-08-17
SAMMAANCAP,153.33,192.95,116.7,-20.53,31.39,161.28,167.22,154.1,-4.93,-8.31,-0.5,DOWNTREND,7013868.0,37.38,BEARISH,-2.3239,-1.6452,-0.6787,BEARISH,5.2875,3.45,168.25,154.31,161.28,-7.03,8.65,NEAR_LOWER,False,DISTRIBUTING,13.6,15.95,26.62,RANGING,BEARISH,2026-08-17
SAMPANN,26.3,43.44,23.75,-39.46,10.74,27.05,27.5,29.84,-2.77,-4.36,-11.86,DOWNTREND,17098.0,39.93,BEARISH,-0.3186,-0.2246,-0.094,BEARISH,1.1616,4.42,28.01,26.1,27.05,10.44,7.04,MID_BAND,False,DISTRIBUTING,19.2,8.18,16.58,RANGING,BEARISH,2026-08-17
SANATHAN,463.5,551.95,352.6,-16.03,31.45,478.56,453.08,435.09,-3.15,2.3,6.53,UPTREND,73789.0,47.44,NEUTRAL,6.0009,8.7538,-2.753,BEARISH,21.3398,4.6,497.49,459.62,478.56,10.24,7.91,MID_BAND,False,ACCUMULATING,28.14,17.2,12.08,MODERATE_TREND,BULLISH,2026-08-17
SANDESH,1081.85,1304.3,811.0,-17.06,33.4,1028.45,996.0,1016.82,5.19,8.62,6.4,STRONG_UPTREND,7666.0,59.74,BULLISH,29.2891,24.0587,5.2305,BULLISH,48.5008,4.48,1162.76,894.14,1028.45,69.88,26.12,MID_BAND,False,DISTRIBUTING,37.32,30.32,8.78,STRONG_TREND,BULLISH,2026-08-17
SANDHAR,632.55,763.2,420.45,-17.12,50.45,622.63,658.15,562.61,1.59,-3.89,12.43,CONSOLIDATING,295648.0,49.21,NEUTRAL,-2.0535,-3.9826,1.9291,BULLISH,26.873,4.25,675.15,570.1,622.63,59.45,16.87,SQUEEZE,True,ACCUMULATING,17.92,19.27,21.02,RANGING,BEARISH,2026-08-17
SANDUMA,200.89,273.0,141.37,-26.41,42.11,204.34,206.17,211.22,-1.69,-2.56,-4.89,DOWNTREND,802269.0,43.83,BEARISH,-0.9761,-0.2775,-0.6986,BEARISH,6.1829,3.08,218.05,190.63,204.34,37.42,13.42,MID_BAND,False,DISTRIBUTING,18.8,14.5,23.89,RANGING,BEARISH,2026-08-17
SANGAMIND,592.45,672.5,341.55,-11.9,73.46,605.82,577.11,491.78,-2.21,2.66,20.47,UPTREND,29860.0,48.72,NEUTRAL,2.7995,7.2518,-4.4523,BEARISH,21.161,3.57,631.63,580.01,605.82,24.09,8.52,MID_BAND,False,DISTRIBUTING,32.44,22.65,16.83,STRONG_TREND,BULLISH,2026-08-17
SANGHVIMOV,506.95,528.0,223.8,-3.99,126.52,463.11,440.47,340.68,9.47,15.09,48.81,STRONG_UPTREND,596171.0,63.95,BULLISH,20.1547,16.5059,3.6488,BULLISH,23.7716,4.69,529.54,396.67,463.1,83.0,28.69,MID_BAND,False,ACCUMULATING,24.52,26.1,16.53,MODERATE_TREND,BULLISH,2026-08-17
SANOFI,3197.4,5189.0,3054.0,-38.38,4.7,3339.07,3341.72,3694.0,-4.24,-4.32,-13.44,DOWNTREND,26838.0,33.22,BEARISH,-33.6707,-14.8751,-18.7956,BEARISH,61.4432,1.92,3464.68,3213.45,3339.07,-6.39,7.52,NEAR_LOWER,False,ACCUMULATING,23.04,11.91,26.97,MODERATE_TREND,BEARISH,2026-08-17
SANOFICONR,4363.0,5357.0,3975.0,-18.56,9.76,4568.64,4612.56,4514.3,-4.5,-5.41,-3.35,DOWNTREND,12449.0,31.0,BEARISH,-49.5695,-30.6844,-18.885,BEARISH,103.1939,2.37,4760.61,4376.66,4568.64,-3.56,8.4,NEAR_LOWER,False,ACCUMULATING,20.33,15.5,18.07,MODERATE_TREND,BEARISH,2026-08-17
SANSERA,4002.0,4038.0,1245.0,-0.89,221.45,3531.62,3269.82,2383.36,13.32,22.39,67.91,STRONG_UPTREND,309370.0,71.59,OVERBOUGHT,200.7037,164.6272,36.0764,BULLISH,156.266,3.9,4123.52,2939.72,3531.62,89.73,33.52,MID_BAND,False,ACCUMULATING,41.88,35.87,13.17,STRONG_TREND,BULLISH,2026-08-17
SANSTAR,109.19,137.49,74.3,-20.58,46.96,111.92,114.49,97.2,-2.44,-4.63,12.34,CONSOLIDATING,330332.0,42.74,BEARISH,-0.4407,-0.211,-0.2297,BEARISH,4.8482,4.44,118.07,105.76,111.92,27.87,11.01,MID_BAND,False,ACCUMULATING,17.25,19.61,21.15,RANGING,BEARISH,2026-08-17
SAPPHIRE,234.68,347.9,139.91,-32.54,67.74,203.24,190.38,200.32,15.47,23.27,17.15,STRONG_UPTREND,3896116.0,73.45,OVERBOUGHT,13.6027,9.5983,4.0044,BULLISH,10.234,4.36,246.93,159.55,203.24,85.98,43.0,MID_BAND,False,ACCUMULATING,39.63,35.48,6.59,STRONG_TREND,BULLISH,2026-08-17
SAPPL,289.5,334.3,252.0,-13.4,14.88,290.27,284.92,,-0.27,1.61,,INSUFFICIENT_DATA,1248.0,50.69,NEUTRAL,-1.4737,-0.0972,-1.3765,BEARISH,17.424,6.02,304.01,276.53,290.27,47.19,9.47,MID_BAND,False,ACCUMULATING,9.62,20.54,20.5,RANGING,BULLISH,2026-08-17
SARDAEN,521.15,639.75,453.1,-18.54,15.02,508.62,509.7,520.41,2.46,2.25,0.14,STRONG_UPTREND,1521214.0,56.0,BULLISH,1.6211,-0.8688,2.4899,BULLISH,16.032,3.08,530.5,486.74,508.62,78.64,8.6,MID_BAND,False,ACCUMULATING,16.65,28.85,14.36,RANGING,BULLISH,2026-08-17
SAREGAMA,523.4,574.5,307.05,-8.89,70.46,521.17,493.34,391.0,0.43,6.09,33.86,STRONG_UPTREND,933206.0,53.81,NEUTRAL,10.8573,13.2929,-2.4356,BEARISH,23.2786,4.45,553.65,488.69,521.17,53.43,12.46,SQUEEZE,True,ACCUMULATING,26.38,22.5,16.07,MODERATE_TREND,BULLISH,2026-08-17
SARLAPOLY,101.61,111.0,68.4,-8.46,48.55,100.84,100.44,90.21,0.76,1.16,12.64,STRONG_UPTREND,65399.0,52.74,NEUTRAL,0.2365,0.2006,0.0359,BULLISH,3.5464,3.49,103.77,97.92,100.84,63.11,5.8,SQUEEZE,True,DISTRIBUTING,12.35,22.32,16.75,RANGING,BULLISH,2026-08-17
SARVESHWAR,3.5,8.25,2.5,-57.58,40.0,3.54,3.41,,-1.13,2.64,,INSUFFICIENT_DATA,1700736.0,49.54,NEUTRAL,-0.0314,-0.0262,-0.0051,BEARISH,0.1652,4.72,4.05,3.02,3.54,46.47,29.24,SQUEEZE,True,ACCUMULATING,21.96,21.48,23.7,MODERATE_TREND,BEARISH,2026-08-17
SASKEN,1919.5,2780.2,991.0,-30.96,93.69,1886.97,2053.05,1538.34,1.72,-6.5,24.78,CONSOLIDATING,30568.0,48.27,NEUTRAL,-9.6094,-26.4378,16.8284,BULLISH,102.3121,5.33,2047.5,1726.44,1886.97,60.13,17.01,MID_BAND,False,DISTRIBUTING,16.72,20.63,17.19,RANGING,BULLISH,2026-08-17
SATIA,59.24,86.0,50.8,-31.12,16.61,61.36,57.94,62.84,-3.46,2.24,-5.73,DOWNTREND,102498.0,45.5,NEUTRAL,0.6375,1.1129,-0.4755,BEARISH,2.2652,3.82,64.49,58.23,61.36,16.15,10.2,MID_BAND,False,ACCUMULATING,21.8,16.59,22.5,MODERATE_TREND,BEARISH,2026-08-17
SATIN,228.73,274.14,133.01,-16.56,71.96,241.21,243.71,183.09,-5.17,-6.15,24.93,CONSOLIDATING,603124.0,41.8,BEARISH,-6.718,-4.5685,-2.1495,BEARISH,10.026,4.38,272.72,209.71,241.21,30.19,26.12,MID_BAND,False,DISTRIBUTING,22.53,16.74,20.43,MODERATE_TREND,BEARISH,2026-08-17
