S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
142.,Shiva Mills,64.30,,55.57,0.00,1.41,283.12,36.87,-10.16,-0.07
143.,Gujarat Cotex,5.57,555.40,55.54,0.00,-0.72,-200.00,8.58,7.12,2.54
144.,Parmeshwari Silk,169.90,5.50,50.99,0.00,2.63,17.70,64.48,9.03,11.33
145.,SVP Global,3.98,,50.35,0.00,199.99,70.28,0.00,-100.00,-16.15
146.,Shekhawati Inds,14.11,5.63,48.64,0.00,4.63,2993.75,8.31,-24.18,47.29
147.,Mohite Industrie,2.35,13.05,47.23,0.00,0.36,175.00,30.25,-13.72,6.89
148.,Sambandam Spg.,110.25,,46.97,0.00,-2.96,-1580.00,67.93,3.88,1.92
149.,Divyadhan Recy.,32.15,26.90,46.00,0.00,1.75,1358.33,43.28,54.24,7.14
150.,Wires & Fabriks,147.75,173.88,45.21,0.07,0.15,-51.61,28.76,8.20,5.52
151.,Avax Apparels,52.00,14.56,43.23,0.00,1.77,142.47,21.33,10.23,41.89
152.,GTN Industries,24.08,,42.24,0.00,-4.91,-206.88,37.91,-7.72,-7.75
153.,Dhanlaxmi Fabric,48.41,,41.54,0.00,-1.77,-26.92,6.64,66.00,-5.65
154.,MKP Mobility,121.55,23.69,41.46,0.00,0.39,-42.65,10.04,15.14,25.80
155.,Arex Industries,114.00,27.72,41.03,0.00,-0.03,-111.54,12.38,-2.06,7.75
156.,K G Denim,15.89,131.42,40.74,0.00,5.61,147.49,11.70,60.94,9.86
157.,Gokak Textiles,62.00,,40.30,0.00,-4.98,24.69,25.50,33.58,-2.37
158.,H P Cotton Tex,102.00,13.65,40.00,0.00,0.63,-36.36,27.56,-24.35,19.04
159.,Sri Ramakr. Mill,56.17,2.03,39.99,0.00,30.20,7683.33,51.40,322.70,30.72
160.,CLC Industries,38.45,,39.97,0.00,-0.02,99.51,44.35,-20.18,-4.60
161.,PBM Polytex,57.00,,39.21,0.00,-1.37,-226.19,47.96,-3.62,-1.35
162.,Subhash Silk,90.00,,38.16,0.00,0.00,100.00,0.01,-66.67,-6.91
163.,Gem Spinners,6.14,,37.69,0.00,-0.09,50.00,0.00,,-20.76
164.,Suryaamba Spinni,125.05,11.90,36.66,0.80,0.72,-9.52,47.54,-13.81,8.22
165.,Jaihind Industries,42.61,1821.00,36.42,0.00,0.00,100.00,0.05,150.00,0.12
166.,Anirit Ventures,60.27,,36.16,0.00,-1.31,-33.67,0.00,-100.00,-28.30
167.,Akshar Spintex,0.45,,35.44,0.00,-0.39,65.79,34.40,12.49,-8.54
168.,Swasti Vinayaka,3.85,11.36,34.65,0.00,1.25,145.10,6.90,-35.09,16.81
169.,Tusaldah,145.35,,34.06,0.00,-0.18,,2.90,1060.00,-29.05
170.,Anjani Synth.,22.99,8.95,33.91,0.00,0.78,136.36,74.10,17.56,5.99
171.,Cedaar Textile,24.05,,33.38,0.00,-75.20,-1180.46,81.83,-36.92,-50.96
172.,Skybiotech Healthcare,172.95,,33.12,0.00,-0.30,72.22,1.83,79.41,-9.32
173.,Mohit Industries,22.57,,31.95,0.00,0.07,126.19,36.83,2.50,1.65
174.,Classic Filament,51.30,,31.36,0.00,-0.06,-200.00,0.00,,-2.53
175.,Sihora Indust.,58.75,32.27,31.30,0.00,0.32,-69.23,10.54,32.91,11.48
176.,United Cotfab,17.64,8.11,30.32,0.00,1.34,36.73,80.01,26.56,8.84
177.,STL Global,11.04,,30.31,0.00,-0.70,-79.49,20.62,-24.80,1.56
178.,Angel Fibers,12.00,23.44,30.00,0.00,-0.45,-125.14,101.04,1.23,10.25
179.,Paramount Dye,42.25,4.52,29.33,0.00,-0.02,-2.70,42.89,-4.75,9.54
180.,Rishabh Sp. Yarn,79.96,,28.47,0.00,-0.03,85.00,0.15,,-16.07
181.,Hindoo. Mills,169.65,,28.16,0.00,-3.54,-1345.45,4.07,3.30,-2.56
182.,Katare Spinning,98.55,,28.09,0.00,-1.28,-197.67,0.98,-29.50,-1.00
183.,Tejassvi Aaharam,39.62,,27.73,0.00,-0.40,-110.53,14.18,46.04,-78.79
184.,Super Spinning,5.00,,27.50,0.00,-7.13,46.00,1.64,-13.68,2.96
185.,Pasupati Spinng.,29.08,12.23,27.16,0.00,1.77,261.22,28.20,1.26,8.83
186.,Aditya Spinners,15.67,84.61,26.23,0.00,1.47,800.00,13.68,-1.87,0.49
187.,ESI,52.11,,26.06,0.00,-13.42,-480.79,5.50,15.79,-5.83
188.,Morarjee Text.,7.16,,26.01,0.00,-105.59,-201.43,13.22,-74.20,-26.12
189.,Mahalaxmi Fab.,23.90,4.83,25.38,0.00,1.55,170.45,38.43,45.79,6.64
190.,Laxmi Cotspin,14.72,,25.24,0.00,-1.43,-164.13,17.28,-23.06,1.87
191.,Khoobsurat Ltd,0.53,,24.92,0.00,-4.70,-683.33,0.00,,-1.63
192.,Prakash Woollen,23.97,189.15,24.59,0.00,1.45,176.32,11.88,98.99,2.29
193.,Konark Synth,41.98,,24.39,0.00,-0.06,93.55,12.15,-24.25,4.99
194.,Neelam Linens,11.80,15.39,23.86,0.00,0.12,-93.18,64.21,-12.27,7.82
195.,Bluechip Tex Ind,120.70,125.16,23.78,0.00,1.05,1600.00,52.60,-6.14,1.39
196.,Maris Spinners,28.94,,23.65,0.00,0.33,-74.81,45.91,2.18,7.58
